movieId,title,genres
3182,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
41,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
2929,Before the Rain (Pred dozhdot) (1994),Drama|War
322,Before Sunrise (1995),Drama|Romance
323,Billy Madison (1995),Comedy
3183,"Babysitter, The (1995)",Drama|Thriller
1910,Boys on the Side (1995),Comedy|Drama
4738,"Cure, The (1995)",Drama
5501,Castle Freak (1995),Horror
1408,Circle of Friends (1995),Drama|Romance
324,Clerks (1994),Comedy
1409,Don Juan DeMarco (1995),Comedy|Drama|Romance
1289,Disclosure (1994),Drama|Thriller
6205,Dream Man (1995),Thriller
1570,Drop Zone (1994),Action|Thriller
6173,Destiny Turns on the Radio (1995),Comedy
2758,Death and the Maiden (1994),Drama|Thriller
111,Dolores Claiborne (1995),Drama|Thriller
2,Dumb & Dumber (1994),Comedy
112,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
3000,Exotica (1994),Drama
2672,Exit to Eden (1994),Comedy
113,Ed Wood (1994),Comedy|Drama
1006,French Kiss (1995),Action|Comedy|Romance
3001,Forget Paris (1995),Comedy|Romance
1571,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
1782,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
325,Hideaway (1995),Thriller
3886,Fluke (1995),Children|Drama
114,Farinelli: il castrato (1994),Drama|Musical
5513,Gordy (1995),Comedy
7730,Gumby: The Movie (1995),Animation|Children
6278,"Glass Shield, The (1994)",Crime|Drama
1410,Hoop Dreams (1994),Documentary
1572,Heavenly Creatures (1994),Crime|Drama|Fantasy|Romance|Thriller
1535,Houseguest (1994),Comedy
115,Immortal Beloved (1994),Drama|Romance
1783,Heavyweights (a.k.a. Heavy Weights) (1995),Children|Comedy
5890,"Hunted, The (1995)",Action
1290,I.Q. (1994),Comedy|Romance
79,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
1411,Jefferson in Paris (1995),Drama
3490,"Jerky Boys, The (1994)",Comedy
326,Junior (1994),Comedy|Sci-Fi
1573,Just Cause (1995),Mystery|Thriller
3184,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
3002,Kiss of Death (1995),Crime|Drama|Thriller
24,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977),Action|Adventure|Sci-Fi
1412,Little Women (1994),Drama
2529,"Little Princess, A (1995)",Children|Drama
3140,Ladybird Ladybird (1994),Drama
7926,"Enfer, L' (1994)",Drama
1007,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
80,Legends of the Fall (1994),Drama|Romance|War|Western
1574,Major Payne (1995),Comedy
3141,Little Odessa (1994),Drama
5153,My Crazy Life (Mi vida loca) (1993),Drama
2759,Love Affair (1994),Drama|Romance
3887,Losing Isaiah (1995),Drama
2765,"Madness of King George, The (1994)",Comedy|Drama
3003,Frankenstein (Mary Shelley's Frankenstein) (1994),Drama|Horror
1784,Man of the House (1995),Comedy
1575,Mixed Nuts (1994),Comedy
1291,Milk Money (1994),Comedy|Romance
1413,Miracle on 34th Street (1994),Drama
3888,Miami Rhapsody (1995),Comedy
1414,My Family (1995),Drama
2673,Murder in the First (1995),Drama|Thriller
2674,Nobody's Fool (1994),Comedy|Drama|Romance
1415,Nell (1994),Drama
6297,New Jersey Drive (1995),Crime|Drama
9636,New York Cop (NyÃ» YÃ´ku no koppu) (1993),Action|Crime
7503,Beyond Bedlam (1993),Drama|Horror
5891,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
5441,Nina Takes a Lover (1994),Comedy|Romance
327,Natural Born Killers (1994),Action|Crime|Thriller
2025,Only You (1994),Comedy|Romance
328,Once Were Warriors (1994),Crime|Drama
3004,Poison Ivy II (1996),Drama|Thriller
3,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
329,"LÃ©on: The Professional (LÃ©on) (Professional, The) (1994)",Crime|Drama|Romance|Thriller
4173,"Perez Family, The (1995)",Comedy|Romance
6372,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
1008,Pulp Fiction (1994),Comedy|Crime|Drama
2548,Panther (1995),Drama
5542,Pushing Hands (Tui shou) (1992),Comedy|Drama
116,Priest (1994),Drama
1292,Quiz Show (1994),Drama
3142,Picture Bride (Bijo photo) (1994),Drama|Romance
3143,Queen Margot (La Reine Margot) (1994),Drama|Romance
330,"Quick and the Dead, The (1995)",Action|Adventure|Western
3185,Roommates (1995),Comedy|Drama
1416,Ready to Wear (Pret-A-Porter) (1994),Comedy
117,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
118,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
119,Three Colors: White (Trois couleurs: Blanc) (1994),Comedy|Drama
5121,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
6279,Rent-a-Kid (1995),Comedy
7081,Relative Fear (1994),Horror|Thriller
4236,Stuart Saves His Family (1995),Comedy
4725,"Swan Princess, The (1994)",Animation|Children
2042,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
331,"Specialist, The (1994)",Action|Drama|Thriller
4,Stargate (1994),Action|Adventure|Sci-Fi
81,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
1293,"Shawshank Redemption, The (1994)",Drama
1478,Shallow Grave (1994),Comedy|Drama|Thriller
6270,Suture (1993),Film-Noir|Thriller
120,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
2886,Swimming with Sharks (1995),Comedy|Drama
332,"Sum of Us, The (1994)",Comedy|Drama
1116,National Lampoon's Senior Trip (1995),Comedy
121,To Live (Huozhe) (1994),Drama
1417,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
333,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
5,Star Trek: Generations (1994),Action|Adventure|Drama|Sci-Fi
334,Tales from the Hood (1995),Action|Crime|Horror
6200,Tom & Viv (1994),Drama
2760,Village of the Damned (1995),Horror|Sci-Fi
1179,Tommy Boy (1995),Comedy
122,Vanya on 42nd Street (1994),Drama
4571,Underneath (1995),Mystery|Thriller
3193,"Walking Dead, The (1995)",Drama|War
1479,What's Eating Gilbert Grape (1993),Drama
335,Virtuosity (1995),Action|Sci-Fi|Thriller
1418,While You Were Sleeping (1995),Comedy|Romance
3012,"War, The (1994)",Adventure|Drama|War
4572,Double Happiness (1994),Drama
1294,Muriel's Wedding (1994),Comedy
1180,"Baby-Sitters Club, The (1995)",Children
82,Ace Ventura: Pet Detective (1994),Comedy
123,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
2710,Backbeat (1993),Drama|Musical
3086,Bitter Moon (1992),Drama|Film-Noir
124,Bullets Over Broadway (1994),Comedy
83,Clear and Present Danger (1994),Action|Adventure|Thriller
1576,"Client, The (1994)",Drama|Mystery|Thriller
1911,"Corrina, Corrina (1994)",Comedy|Drama|Romance
3005,Crooklyn (1994),Comedy
336,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
2549,Cobb (1994),Drama
6,"Flintstones, The (1994)",Children|Comedy|Fantasy
7,Forrest Gump (1994),Comedy|Drama|Romance|War
337,Four Weddings and a Funeral (1994),Comedy|Romance
1987,Higher Learning (1995),Drama
5143,I Like It Like That (1994),Comedy|Drama|Romance
4559,I Love Trouble (1994),Action|Comedy
1295,It Could Happen to You (1994),Comedy|Drama|Romance
8,"Jungle Book, The (1994)",Adventure|Children|Romance
3087,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
9,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical
5154,Little Buddha (1993),Drama
3189,Wes Craven's New Nightmare (1994),Fantasy|Horror
84,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
338,Maverick (1994),Adventure|Comedy|Western
1419,Mrs. Parker and the Vicious Circle (1994),Drama
10,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
1536,"Paper, The (1994)",Comedy|Drama
339,Reality Bites (1994),Comedy|Drama|Romance
2711,Red Rock West (1992),Thriller
1296,Richie Rich (1994),Children|Comedy
5514,Safe Passage (1994),Drama
25,"River Wild, The (1994)",Action|Thriller
11,Speed (1994),Action|Romance|Thriller
2026,Speechless (1994),Comedy|Romance
340,Timecop (1994),Action|Sci-Fi|Thriller
85,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
2550,When a Man Loves a Woman (1994),Drama
1577,Wolf (1994),Drama|Horror|Romance|Thriller
1537,Wyatt Earp (1994),Western
341,Bad Company (1995),Action|Crime|Drama
7938,"Man of No Importance, A (1994)",Drama
7589,S.F.W. (1994),Drama
5548,"Low Down Dirty Shame, A (1994)",Action|Comedy
5002,Boys Life (1995),Drama
5122,"Colonel Chabert, Le (1994)",Drama|Romance|War
3088,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Crime|Drama
4174,Jason's Lyric (1994),Crime|Drama
7033,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
342,Street Fighter (1994),Action|Adventure|Fantasy
6073,Coldblooded (1995),Comedy
9709,Desert Winds (1995),Drama|Fantasy|Romance
8740,Fall Time (1995),Drama
6368,"Fear, The (1995)",Horror
8368,Frank and Ollie (1995),Documentary
9699,Girl in the Cadillac (1995),Drama
8369,Homage (1995),Drama
9016,Mirage (1995),Action|Thriller
8606,Open Season (1996),Comedy
8199,Two Crimes (Dos crÃ­menes) (1995),Comedy|Crime|Drama
9387,Brother Minister: The Assassination of Malcolm X (1994),Documentary
1578,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Sci-Fi
2106,Federal Hill (1994),Drama
343,In the Mouth of Madness (1995),Horror|Thriller
1579,8 Seconds (1994),Drama
1785,Above the Rim (1994),Drama
86,Addams Family Values (1993),Comedy
6079,You So Crazy (1994),Comedy
125,"Age of Innocence, The (1993)",Drama
344,Airheads (1994),Comedy
3414,"Air Up There, The (1994)",Comedy
1420,Another Stakeout (1993),Comedy|Thriller
4175,Bad Girls (1994),Western
2107,Barcelona (1994),Comedy|Romance
2551,Being Human (1993),Drama
3006,"Beverly Hillbillies, The (1993)",Comedy
12,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
1421,Black Beauty (1994),Adventure|Children
3013,Blink (1994),Thriller
1117,Blown Away (1994),Action|Thriller
6298,Blue Chips (1994),Drama
2676,Blue Sky (1994),Drama|Romance
3014,Body Snatchers (1993),Horror|Sci-Fi|Thriller
1297,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
1988,"Bronx Tale, A (1993)",Drama
3491,Cabin Boy (1994),Comedy
6935,Calendar Girl (1993),Drama
1580,Carlito's Way (1993),Crime|Drama
87,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
3492,Clean Slate (1994),Comedy
88,Cliffhanger (1993),Action|Adventure|Thriller
89,Coneheads (1993),Comedy|Sci-Fi
5003,Color of Night (1994),Drama|Thriller
1581,Cops and Robbersons (1994),Comedy
3493,"Cowboy Way, The (1994)",Action|Comedy|Drama
8209,Dangerous Game (1993),Drama
90,Dave (1993),Comedy|Romance
1989,Dazed and Confused (1993),Comedy
345,Demolition Man (1993),Action|Adventure|Sci-Fi
6076,"Endless Summer 2, The (1994)",Documentary
2552,Even Cowgirls Get the Blues (1993),Comedy|Romance
3494,Fatal Instinct (1993),Comedy
126,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
5899,"Favor, The (1994)",Comedy|Romance
2712,Fearless (1993),Drama
1422,Fear of a Black Hat (1994),Comedy
1423,With Honors (1994),Comedy|Drama
3889,Flesh and Bone (1993),Drama|Mystery|Romance
2761,Widows' Peak (1994),Drama
3186,For Love or Money (1993),Comedy
1009,"Firm, The (1993)",Drama|Thriller
346,Free Willy (1993),Adventure|Children|Drama
3144,Fresh (1994),Crime|Drama|Thriller
175,"Fugitive, The (1993)",Thriller
4176,Geronimo: An American Legend (1993),Drama|Western
4971,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
3495,Getting Even with Dad (1994),Comedy
3145,Go Fish (1994),Drama|Romance
6853,"Good Man in Africa, A (1994)",Action|Adventure
6317,Guilty as Sin (1993),Crime|Drama|Thriller
1582,Hard Target (1993),Action|Adventure|Crime|Thriller
3415,Heaven & Earth (1993),Action|Drama|War
13,Hot Shots! Part Deux (1993),Action|Comedy|War
5442,Live Nude Girls (1995),Comedy
2553,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
1424,"House of the Spirits, The (1993)",Drama|Romance
3496,House Party 3 (1994),Comedy
347,"Hudsucker Proxy, The (1994)",Comedy|Drama|Fantasy|Romance
3890,I'll Do Anything (1994),Comedy|Drama
1583,In the Army Now (1994),Comedy|War
1425,In the Line of Fire (1993),Action|Thriller
127,In the Name of the Father (1993),Drama
3891,"Inkwell, The (1994)",Comedy|Drama
128,What's Love Got to Do with It? (1993),Drama|Musical
6936,Jimmy Hollywood (1994),Comedy|Crime|Drama
348,Judgment Night (1993),Action|Crime|Thriller
14,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
349,Kalifornia (1993),Drama|Thriller
1476,Killing Zoe (1994),Action|Crime
3892,King of the Hill (1993),Drama
5660,Lassie (1994),Adventure|Children
1298,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
1786,Life with Mikey (1993),Comedy
3497,Lightning Jack (1994),Comedy|Western
3416,M. Butterfly (1993),Drama
350,Made in America (1993),Comedy
3007,Malice (1993),Thriller
1299,"Man Without a Face, The (1993)",Drama
2108,Manhattan Murder Mystery (1993),Comedy|Mystery
1584,Menace II Society (1993),Action|Crime|Drama
1300,Executive Decision (1996),Action|Adventure|Thriller
129,In the Realm of the Senses (Ai no corrida) (1976),Drama
4573,What Happened Was... (1994),Comedy|Drama|Romance
1426,Much Ado About Nothing (1993),Comedy|Romance
5549,Mr. Jones (1993),Drama|Romance
3893,Mr. Wonderful (1993),Comedy|Romance
91,Mrs. Doubtfire (1993),Comedy|Drama
2887,Naked (1993),Drama
1585,"Next Karate Kid, The (1994)",Action|Children
4574,"New Age, The (1994)",Drama
1586,No Escape (1994),Action|Sci-Fi
1587,North (1994),Comedy
1010,Orlando (1992),Drama
2888,"Perfect World, A (1993)",Crime|Drama|Thriller
130,Philadelphia (1993),Drama
131,"Piano, The (1993)",Drama|Romance
3089,Poetic Justice (1993),Drama
1588,"Program, The (1993)",Action|Drama
4575,"Puppet Masters, The (1994)",Horror|Sci-Fi
4237,Radioland Murders (1994),Comedy|Mystery|Romance
351,"Ref, The (1994)",Comedy
132,"Remains of the Day, The (1993)",Drama|Romance
1589,Renaissance Man (1994),Comedy|Drama
1590,Rising Sun (1993),Action|Drama|Mystery
2554,"Road to Wellville, The (1994)",Comedy
2092,RoboCop 3 (1993),Crime|Sci-Fi|Thriller
15,Robin Hood: Men in Tights (1993),Comedy
1477,Romeo Is Bleeding (1993),Crime|Thriller
352,Romper Stomper (1992),Action|Drama
2958,Ruby in Paradise (1993),Drama
1181,Rudy (1993),Drama
3894,"Saint of Fort Washington, The (1993)",Drama
6587,"Savage Nights (Nuits fauves, Les) (1992)",Drama
133,Schindler's List (1993),Drama|War
1591,"Scout, The (1994)",Comedy
1592,Searching for Bobby Fischer (1993),Drama
9241,Second Best (1994),Drama
1011,"Secret Garden, The (1993)",Children|Drama
134,Serial Mom (1994),Comedy|Crime|Horror
2555,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
2109,Shadowlands (1993),Drama|Romance
135,Short Cuts (1993),Drama
2556,"Simple Twist of Fate, A (1994)",Drama
353,Sirens (1994),Drama
136,Six Degrees of Separation (1993),Drama
16,Sleepless in Seattle (1993),Comedy|Drama|Romance
354,Sliver (1993),Thriller
137,Blade Runner (1982),Adventure|Drama|Film-Noir|Sci-Fi|Thriller
1593,Son in Law (1993),Comedy
355,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
2755,Striking Distance (1993),Action|Crime
8565,Harem (1985),Drama
1594,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
356,Surviving the Game (1994),Action|Adventure|Thriller
357,Terminal Velocity (1994),Action|Mystery|Thriller
2043,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
1998,Threesome (1994),Comedy|Romance
1538,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
358,"Three Musketeers, The (1993)",Action|Adventure|Comedy
1539,Tombstone (1993),Action|Drama|Western
2762,Trial by Jury (1994),Crime|Drama|Thriller
1787,True Romance (1993),Action|Crime|Romance
5155,"War Room, The (1993)",Documentary
1788,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
5492,"Paris, France (1993)",Comedy
6065,"Beans of Egypt, Maine, The (1994)",Drama
5720,Killer (a.k.a. Bulletproof Heart) (1994),Drama|Thriller
138,Welcome to the Dollhouse (1995),Comedy|Drama
3090,Germinal (1993),Drama
3417,Chasers (1994),Comedy
3091,Cronos (1993),Action|Drama|Horror
2557,Naked in New York (1994),Comedy|Romance
5550,Kika (1993),Comedy|Drama
2689,Bhaji on the Beach (1993),Comedy|Drama
1118,Little Big League (1994),Comedy|Drama
4199,"Slingshot, The (KÃ¥disbellan) (1993)",Comedy|Drama
3895,"Wedding Gift, The (1994)",Drama|Romance
2558,Foreign Student (1994),Drama
5380,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
3092,Spanking the Monkey (1994),Comedy|Drama
