movieId	title	Action	Adventure	Animation	Children	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western
134	Serial Mom (1994)	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
135	Short Cuts (1993)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
136	Six Degrees of Separation (1993)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
137	Blade Runner (1982)	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
138	Welcome to the Dollhouse (1995)	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
139	Silence of the Lambs, The (1991)	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
140	Fargo (1996)	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
141	Truth About Cats & Dogs, The (1996)	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
142	Trainspotting (1996)	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
143	Very Brady Sequel, A (1996)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
144	Vertigo (1958)	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
145	Casablanca (1942)	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
146	Wizard of Oz, The (1939)	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
147	Gone with the Wind (1939)	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
148	Citizen Kane (1941)	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
149	All About Eve (1950)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
150	African Queen, The (1951)	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
151	Secrets & Lies (1996)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
152	Beautiful Thing (1996)	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
153	Monty Python's Life of Brian (1979)	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
154	Crying Game, The (1992)	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
155	Sophie's Choice (1982)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
156	E.T. the Extra-Terrestrial (1982)	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
157	Rebel Without a Cause (1955)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
158	Streetcar Named Desire, A (1951)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
159	Cinema Paradiso (Nuovo cinema Paradiso) (1989)	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
160	English Patient, The (1996)	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
161	Brazil (1985)	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0
162	Clockwork Orange, A (1971)	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0
163	To Kill a Mockingbird (1962)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
164	Psycho (1960)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
165	Godfather: Part II, The (1974)	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
166	Amadeus (1984)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
167	Annie Hall (1977)	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
168	Harold and Maude (1971)	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
169	Manhattan (1979)	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
170	Graduate, The (1967)	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
171	Shining, The (1980)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
172	Raise the Red Lantern (Da hong deng long gao gao gua) (1991)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
173	Unbearable Lightness of Being, The (1988)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
174	My Life as a Dog (Mitt liv som hund) (1985)	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
175	Fugitive, The (1993)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
176	One Flew Over the Cuckoo's Nest (1975)	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
177	Star Wars: Episode V - The Empire Strikes Back (1980)	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
178	Princess Bride, The (1987)	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
179	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	Diva (1981)	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0
181	Cyrano de Bergerac (1990)	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
182	Butch Cassidy and the Sundance Kid (1969)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
183	Sneakers (1992)	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
184	Crash (1996)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
185	Fifth Element, The (1997)	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
186	Face/Off (1997)	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
187	Men in Black (1997)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
188	Contact (1997)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
189	MatchMaker, The (1997)	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
190	Gattaca (1997)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
191	Dark City (1998)	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
192	Saving Private Ryan (1998)	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
193	Shakespeare in Love (1998)	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
194	Jewel of the Nile, The (1985)	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
195	Matrix, The (1999)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
196	Star Wars: Episode I - The Phantom Menace (1999)	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
197	U-571 (2000)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
198	Gladiator (2000)	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
199	Mission: Impossible 2 (2000)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
200	Big Trouble in Little China (1986)	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
201	Patriot, The (2000)	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
202	Perfect Storm, The (2000)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
203	Cell, The (2000)	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
204	6th Day, The (2000)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
205	Unbreakable (2000)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
206	Crouching Tiger, Hidden Dragon (Wu hu zang long) (2000)	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
207	Double Take (2001)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
208	Mexican, The (2001)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
209	Mummy Returns, The (2001)	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
210	Knight's Tale, A (2001)	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
211	Fast and the Furious, The (2001)	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
212	Final Fantasy: The Spirits Within (2001)	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
213	Usual Suspects, The (1995)	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
214	Bottle Rocket (1996)	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
215	Wild Bunch, The (1969)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
216	Lone Star (1996)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
217	Singin' in the Rain (1952)	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
218	Rear Window (1954)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
219	North by Northwest (1959)	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
220	Maltese Falcon, The (1941)	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
221	Notorious (1946)	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
222	Laura (1944)	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
223	His Girl Friday (1940)	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
224	Mr. Smith Goes to Washington (1939)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
225	Dial M for Murder (1954)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
226	Third Man, The (1949)	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
227	Sting, The (1973)	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
228	Terminator, The (1984)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
229	Miller's Crossing (1990)	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
230	Touch of Evil (1958)	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
231	Treasure of the Sierra Madre, The (1948)	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
232	Duck Soup (1933)	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
233	M (1931)	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
234	Unforgiven (1992)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
235	Back to the Future (1985)	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
236	High Noon (1952)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
237	Big Sleep, The (1946)	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
238	Birds, The (1963)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
239	Cape Fear (1962)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
240	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
241	Jaws (1975)	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
242	Austin Powers: International Man of Mystery (1997)	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
243	Event Horizon (1997)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
244	L.A. Confidential (1997)	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0
245	Big Lebowski, The (1998)	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
246	Wild Things (1998)	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
247	Can't Hardly Wait (1998)	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
248	Armageddon (1998)	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
249	Strangers on a Train (1951)	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
250	Shadow of a Doubt (1943)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
251	Suspicion (1941)	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
252	Waterboy, The (1998)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
253	Simple Plan, A (1998)	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
254	Rushmore (1998)	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
255	Three Amigos (1986)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
256	Westworld (1973)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
257	Frankenstein (1931)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
258	Austin Powers: The Spy Who Shagged Me (1999)	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
259	Sixth Sense, The (1999)	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
260	Airplane! (1980)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
261	Christmas Story, A (1983)	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
262	Sullivan's Travels (1941)	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
263	Insider, The (1999)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
