movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
111,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
112,Dungeons & Dragons (2000),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,Snatch (2000),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
114,"O Brother, Where Art Thou? (2000)",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
115,"Evil Dead, The (1981)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
116,"Lost Boys, The (1987)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
117,Masters of the Universe (1987),1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
118,Memento (2000),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
119,Shrek (2001),0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
120,Final Fantasy: The Spirits Within (2001),0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
121,"Adventures of Baron Munchausen, The (1988)",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
122,Bill & Ted's Excellent Adventure (1989),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
123,"Others, The (2001)",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
124,"Wicker Man, The (1973)",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
125,Donnie Darko (2001),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
126,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,Jabberwocky (1977),0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
128,"Beastmaster, The (1982)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129,Flash Gordon (1980),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,Bill & Ted's Bogus Journey (1991),0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
131,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
133,Dragonslayer (1981),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134,Conan the Destroyer (1984),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
136,"Time Machine, The (2002)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,Clash of the Titans (1981),1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
138,"Ring, The (2002)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
139,"Company of Wolves, The (1984)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
140,Harry Potter and the Chamber of Secrets (2002),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
141,"Sword and the Sorcerer, The (1982)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142,"Lord of the Rings: The Two Towers, The (2002)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,Heavy Metal 2000 (2000),1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
144,"Last Unicorn, The (1982)",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,Ringu (Ring) (1998),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
146,X2: X-Men United (2003),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
147,28 Days Later (2002),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
148,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
149,Underworld (2003),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
150,Bubba Ho-tep (2002),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
151,Videodrome (1983),0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
152,Monty Python's The Meaning of Life (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Wilder Napalm (1993),0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
154,Scary Movie 3 (2003),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
155,Invasion of the Body Snatchers (1978),0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
156,"Witches, The (1990)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,"Witches of Eastwick, The (1987)",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
158,"Lord of the Rings: The Return of the King, The (2003)",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
159,Peter Pan (2003),1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,Chitty Chitty Bang Bang (1968),0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
161,Dawn of the Dead (1978),1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
162,One Million Years B.C. (1966),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,Kill Bill: Vol. 2 (2004),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
164,Godsend (2004),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
165,Van Helsing (2004),1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
166,Enter the Dragon (1973),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,Jason and the Argonauts (1963),1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,Harry Potter and the Prisoner of Azkaban (2004),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,"Picture of Dorian Gray, The (1945)",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
170,Freaks (1932),0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
171,Spider-Man 2 (2004),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172,Slaughterhouse-Five (1972),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
173,"Incredibles, The (2004)",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Constantine (2005),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
175,Grumpier Old Men (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
176,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,From Dusk Till Dawn (1996),1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
178,Braveheart (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
179,Farinelli: il castrato (1994),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
180,Legends of the Fall (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
181,"House of the Spirits, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
182,Jurassic Park (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
183,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
184,North by Northwest (1959),1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
185,Glory Daze (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186,Star Wars: Episode VI - Return of the Jedi (1983),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187,Back to the Future (1985),0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
188,"Amityville Horror, The (1979)",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
189,Star Trek: First Contact (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
190,"Lost World: Jurassic Park, The (1997)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
191,Men in Black (a.k.a. MIB) (1997),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
192,Boogie Nights (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,Dark City (1998),0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
194,Repo Man (1984),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
195,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
197,"Nightmare on Elm Street 4: The Dream Master, A (1988)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
198,"Nightmare on Elm Street 5: The Dream Child, A (1989)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,Friday the 13th (1980),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
201,Halloween 5: The Revenge of Michael Myers (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,"Fly, The (1958)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
203,"Fly, The (1986)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
204,Airplane! (1980),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,American Beauty (1999),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
206,From Russia with Love (1963),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,"War Zone, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
209,Fantasia 2000 (1999),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,Any Given Sunday (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211,Grumpy Old Men (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Rules of Engagement (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
213,28 Days (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
214,U-571 (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
215,Where the Heart Is (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
216,"Road Warrior, The (Mad Max 2) (1981)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
217,"Patriot, The (2000)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
218,Hellraiser (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,Hellbound: Hellraiser II (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220,Return of the Fly (1959),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
221,Voyage to the Bottom of the Sea (1961),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,Fantastic Voyage (1966),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,Abbott and Costello Meet Frankenstein (1948),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
224,"Creature from the Black Lagoon, The (1954)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
225,Runaway (1984),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
226,"Time Machine, The (1960)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,Toy Story (1995),0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
228,Powder (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
229,Congo (1995),1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
230,Judge Dredd (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
231,Kids (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232,Species (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
233,Stargate (1994),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,Star Trek: Generations (1994),0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
235,Dave (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
236,Demolition Man (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,"Fugitive, The (1993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238,Malice (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,"Puppet Masters, The (1994)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
240,Heavy Metal (1981),1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
241,"Visitors, The (Visiteurs, Les) (1993)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
242,Independence Day (a.k.a. ID4) (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
243,"Nutty Professor, The (1996)",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
244,"Godfather, The (1972)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
245,Rear Window (1954),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
246,It Happened One Night (1934),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
247,It's a Wonderful Life (1946),0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
248,Night of the Living Dead (1968),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
249,"Lawnmower Man, The (1992)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
250,Swingers (1996),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
251,Willy Wonka & the Chocolate Factory (1971),0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
252,Sleeper (1973),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
253,Bonnie and Clyde (1967),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
254,"Crying Game, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
255,Rebel Without a Cause (1955),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
256,"Return of the Pink Panther, The (1975)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
257,"Abyss, The (1989)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
258,Escape from New York (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
259,"Grifters, The (1990)",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
260,Strictly Ballroom (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
