userId,movieId,rating
51,509,4
499,347,4
752,418,5
748,867,4
702,862,3
626,646,5
248,140,4
102,767,3
558,403,3
50,815,5
927,307,2
409,745,4
158,223,5
674,123,4
205,47,3
438,1015,5
62,51,4
867,646,4
884,358,3
84,531,3
361,123,4
325,326,4
450,114,3
41,571,3
785,289,3
202,307,4
0,487,3
467,949,3
169,141,4
599,136,3
584,67,5
918,1036,4
705,683,4
202,160,3
467,112,5
100,201,2
531,309,4
233,656,3
881,145,5
80,702,5
185,355,5
169,181,1
523,184,4
584,154,5
176,274,2
141,1006,4
601,459,3
467,133,5
539,345,4
448,534,2
820,543,3
808,945,2
409,945,3
117,748,5
864,590,2
169,10,4
516,46,5
102,733,3
361,30,4
147,357,4
937,474,1
931,297,4
335,552,2
385,174,5
576,1054,5
453,83,3
769,538,3
342,317,4
129,240,5
58,241,5
437,694,3
650,289,3
618,141,4
310,361,5
56,98,3
23,150,4
68,600,2
117,97,5
362,967,2
206,43,1
516,1039,3
158,372,1
501,867,3
893,740,4
925,247,4
837,587,3
940,483,2
455,693,4
535,534,1
136,50,3
410,130,4
654,719,4
510,715,3
379,520,4
76,758,1
208,1036,3
625,479,3
105,1338,2
626,960,3
835,293,2
884,247,4
489,458,5
574,569,1
232,445,2
585,95,4
847,243,3
188,695,5
2,817,3
815,434,3
392,528,5
611,355,4
617,982,3
516,151,2
719,1116,3
632,800,3
661,100,4
35,531,1
366,801,5
758,83,2
37,773,1
384,968,2
63,283,4
602,405,3
917,82,3
431,396,4
411,397,4
826,534,4
413,860,4
881,157,3
777,139,2
390,23,4
814,103,4
862,174,5
85,534,3
727,452,3
1,800,3
145,147,3
793,150,4
357,719,5
182,156,4
162,293,3
353,80,2
58,436,5
517,656,4
706,73,4
166,263,5
281,47,4
915,60,2
193,289,4
202,201,3
366,73,1
906,49,4
421,1016,4
122,34,4
563,454,4
617,895,3
790,610,4
157,161,3
15,487,4
565,1,4
782,95,3
546,229,5
596,161,4
110,873,4
428,1261,3
425,289,4
254,692,5
676,374,2
852,360,2
546,452,4
489,465,3
295,1090,3
626,68,5
534,992,2
12,403,5
883,266,5
428,390,3
64,440,5
293,0,4
226,144,3
461,231,5
245,68,4
790,216,5
688,176,3
661,818,5
394,1028,3
494,835,2
876,1180,2
199,289,5
226,157,4
458,104,4
819,6,5
837,801,5
67,14,2
358,157,3
793,103,3
842,200,5
580,1536,2
878,27,3
782,244,3
569,547,5
437,41,3
118,1233,4
62,278,4
70,924,2
893,253,4
516,5,4
374,608,4
145,110,5
489,82,5
853,72,5
911,410,4
100,586,4
162,599,4
6,111,5
434,179,5
244,251,4
706,141,5
865,864,5
541,95,1
114,320,4
182,26,4
582,528,4
58,437,2
237,911,3
895,622,5
448,408,5
248,203,2
575,157,4
58,1398,5
551,50,4
467,979,4
654,269,3
377,103,2
617,367,4
769,474,2
434,262,3
804,1113,4
487,367,3
85,546,3
91,12,3
229,719,5
617,178,3
187,43,4
731,376,2
728,101,5
517,452,3
793,122,4
820,48,3
35,180,1
668,291,5
763,83,4
817,95,2
30,233,2
899,60,5
453,146,4
876,428,2
459,184,4
226,37,3
26,44,2
768,53,3
440,661,5
793,220,3
394,103,2
578,216,4
440,179,3
402,1108,1
913,444,1
210,552,3
421,528,3
110,102,5
580,188,3
765,181,4
442,586,4
778,1327,3
530,53,4
392,100,5
773,10,4
75,264,2
814,61,2
318,685,3
58,652,1
679,95,4
5,101,5
489,101,5
181,150,5
51,546,4
280,161,3
658,138,4
286,672,5
264,83,4
413,676,3
128,57,4
837,186,4
489,161,5
636,139,4
601,501,3
769,1077,1
92,135,4
225,95,3
516,362,4
516,1106,3
492,502,4
540,380,4
917,262,2
496,853,1
556,413,1
890,200,5
753,72,5
883,77,4
650,1145,4
546,947,5
316,1039,2
71,757,3
599,62,5
875,504,4
308,210,3
802,367,5
587,86,3
929,406,4
313,78,3
893,444,4
493,157,2
512,413,1
501,114,4
450,469,3
579,646,3
778,1449,2
138,580,5
617,233,1
867,179,3
556,611,4
61,140,4
135,570,3
144,6,3
657,302,3
55,141,3
875,1194,3
569,889,3
23,170,4
618,531,3
513,60,5
148,623,5
58,108,5
82,101,3
260,57,3
687,178,3
254,859,5
887,423,4
73,359,4
115,1077,2
576,360,2
553,856,4
440,529,4
92,311,5
842,86,5
37,875,4
809,501,4
491,510,1
110,280,4
341,310,3
703,134,1
169,157,4
570,182,3
276,104,2
65,1197,1
479,211,2
75,1139,4
75,267,5
602,227,4
47,29,4
742,1164,1
925,492,5
641,695,4
617,1373,3
31,56,2
376,501,4
23,750,5
209,188,5
627,311,3
477,95,4
725,382,1
925,123,2
83,284,2
630,130,5
888,82,1
182,356,4
3,166,4
118,112,5
357,335,1
63,91,5
229,141,4
58,708,5
453,296,3
752,166,4
752,1172,4
633,1279,2
826,82,1
803,157,3
82,157,4
802,175,2
58,1367,1
235,95,4
624,928,5
720,734,5
476,431,4
814,355,5
341,528,3
752,1241,4
781,446,4
162,126,1
505,108,5
30,160,4
620,86,4
470,734,4
402,36,3
405,945,2
457,307,4
897,587,4
856,174,5
342,1092,1
531,6,3
192,851,3
52,1076,4
527,531,2
500,438,3
427,31,5
158,518,5
576,60,4
184,118,5
116,839,5
68,472,2
35,360,4
782,79,4
892,779,5
60,618,5
530,1084,4
578,795,5
749,26,3
458,676,4
703,518,4
32,1020,4
118,356,4
447,1028,2
239,332,2
36,36,5
56,12,3
890,360,5
875,462,4
91,629,5
37,307,5
556,402,2
855,365,5
728,159,3
330,751,5
348,299,3
402,832,1
649,195,3
259,665,5
394,629,3
100,658,4
126,238,5
117,52,4
656,72,3
309,499,5
143,221,5
76,502,2
75,568,4
538,321,4
264,904,4
646,345,3
95,669,4
898,778,2
646,209,4
308,555,3
464,652,3
11,50,3
928,437,1
650,511,3
327,133,5
687,23,3
740,175,5
182,314,5
359,985,1
253,567,4
412,474,3
644,531,3
660,166,4
701,1067,4
613,151,5
578,622,2
797,984,3
353,580,1
499,544,3
38,314,5
601,196,3
492,244,5
701,1104,4
646,352,4
791,1353,3
605,320,3
742,227,3
117,364,5
892,353,3
511,336,5
489,526,3
207,514,2
627,267,2
99,131,3
41,597,2
837,146,2
188,610,3
551,474,5
318,364,5
515,289,3
43,60,5
72,297,2
678,442,3
620,855,4
112,108,3
867,291,4
343,591,5
423,391,5
739,53,2
909,66,5
500,117,4
50,1229,4
883,317,4
938,242,5
802,656,2
523,647,5
523,14,3
654,338,2
128,101,5
877,491,4
832,95,4
402,108,1
536,1294,5
75,89,3
937,97,4
453,299,5
539,354,3
670,78,5
783,382,3
848,114,5
869,67,5
369,527,3
391,367,4
452,1120,5
528,687,5
384,186,5
405,137,3
110,365,2
608,613,2
628,307,5
110,683,3
483,111,3
931,199,2
536,5,5
600,635,5
52,616,5
18,122,4
633,8,5
778,350,3
491,443,3
5,240,5
548,110,3
816,404,4
893,438,4
797,88,3
577,1225,2
387,495,4
817,511,3
486,200,3
343,12,4
401,452,5
871,403,4
283,623,4
374,201,5
213,534,4
430,454,5
258,608,5
925,182,4
648,131,4
542,509,3
496,142,4
884,877,4
376,950,3
542,112,4
925,817,4
23,501,5
863,302,1
713,1179,3
248,866,3
791,405,4
703,931,4
463,113,4
122,135,4
658,29,3
114,592,5
81,231,4
758,399,4
325,169,3
495,873,5
637,24,5
202,1142,4
514,275,3
652,63,2
631,592,4
133,1229,3
90,470,4
47,6,5
467,746,3
658,250,3
790,552,4
494,364,4
155,252,4
569,389,4
413,685,2
369,649,3
669,140,1
340,807,4
55,99,5
348,534,4
252,184,4
145,895,4
774,609,3
591,1104,3
434,318,4
305,130,2
808,816,5
345,97,1
504,114,3
38,754,5
253,408,4
814,211,4
45,527,4
842,460,4
837,462,3
317,229,2
669,23,2
784,337,2
738,512,4
24,76,3
442,757,3
650,669,2
17,240,4
856,230,4
41,334,4
193,225,3
927,586,3
195,288,4
921,221,4
837,217,5
20,554,5
644,561,3
32,24,5
634,415,1
549,514,2
333,753,5
880,180,5
870,359,4
504,180,5
824,652,4
38,329,5
62,360,1
325,361,4
195,509,4
709,72,4
688,145,1
41,180,4
96,510,2
602,938,4
557,476,4
54,49,5
721,259,3
318,382,3
804,275,5
118,76,4
140,638,4
513,268,1
375,145,3
505,154,4
413,726,3
103,321,5
504,11,2
104,125,5
262,719,5
820,691,4
628,946,2
592,268,4
655,601,4
893,320,4
534,51,1
224,801,3
483,367,5
30,893,3
876,407,2
281,561,4
15,492,5
75,329,4
315,77,4
405,394,4
30,301,3
472,242,2
536,575,4
310,96,3
17,76,1
428,195,4
909,230,2
133,196,3
16,118,4
373,144,3
369,568,3
421,317,4
477,510,2
717,184,1
838,289,4
739,1072,5
891,403,4
536,480,4
379,438,1
584,888,5
55,559,3
937,543,3
75,542,1
110,331,3
123,49,4
417,962,2
901,26,4
895,888,2
224,189,4
39,78,5
45,87,3
78,36,4
421,551,2
862,373,4
110,820,1
272,780,2
735,305,1
898,320,4
61,302,4
440,191,4
47,46,5
546,82,3
563,357,4
37,314,4
542,216,5
392,503,4
847,538,4
626,561,3
875,47,4
885,506,2
10,573,5
180,144,1
113,278,3
735,762,2
47,654,4
639,444,3
888,8,2
640,1,4
516,100,4
54,434,3
437,886,3
893,399,3
75,123,3
85,456,3
696,273,4
54,82,3
402,669,3
42,95,5
87,456,5
864,513,2
583,209,4
907,417,3
496,209,5
544,883,4
314,371,4
80,0,4
895,122,4
381,612,5
315,390,5
75,473,3
814,179,4
58,140,3
815,51,5
406,186,4
565,729,5
339,315,4
63,1206,5
369,56,4
264,208,4
531,423,4
59,83,4
52,321,5
283,299,3
87,297,4
453,528,3
103,170,5
768,1020,5
402,200,5
758,102,2
192,404,3
87,231,4
409,652,4
781,140,5
793,375,5
384,460,4
846,60,5
310,5,5
896,211,4
151,231,5
723,1,5
402,1195,1
22,116,2
535,771,2
118,208,4
58,586,5
603,66,4
55,480,5
797,704,3
183,113,3
65,56,3
548,211,4
796,10,4
596,347,4
179,379,5
485,681,2
584,151,4
401,298,4
302,754,4
739,324,4
406,623,4
764,423,4
793,889,4
802,189,3
133,116,2
556,512,4
925,834,2
374,337,5
703,438,3
232,68,5
65,76,3
105,652,1
564,157,5
402,53,1
533,325,5
910,310,5
670,432,1
208,504,4
226,723,4
434,456,2
598,829,3
818,404,5
653,890,2
703,103,4
630,1027,3
743,366,4
333,320,4
492,491,3
893,94,2
888,220,5
406,1167,3
655,118,3
790,874,2
316,446,3
388,497,1
76,329,4
285,598,4
38,540,5
169,81,3
374,303,4
765,822,3
448,552,3
446,333,4
243,64,3
702,8,1
716,403,4
378,289,2
607,209,3
80,1241,5
402,1173,1
462,719,5
587,200,5
580,210,2
208,1113,2
893,1003,3
10,531,2
3,796,5
404,1313,5
783,637,3
856,63,4
388,321,4
51,300,4
504,547,5
68,247,3
351,52,4
482,595,3
860,511,4
440,217,5
417,76,3
114,1069,3
551,220,4
12,458,5
440,656,2
47,433,4
412,408,4
384,866,4
335,30,4
56,29,5
333,307,4
35,1283,1
702,23,5
318,403,5
27,1059,3
893,471,2
37,623,5
121,504,3
579,14,5
384,100,5
330,98,3
342,695,1
1,43,3
897,514,2
47,65,5
19,141,3
103,523,4
733,873,4
506,609,2
674,65,3
876,512,5
333,363,2
366,23,5
226,968,3
9,856,4
701,365,5
58,1125,4
925,12,4
121,490,3
15,239,5
676,316,2
501,767,3
804,954,5
35,1248,1
340,770,3
157,191,3
455,148,5
662,130,4
878,820,4
58,911,1
78,361,4
742,817,2
769,858,1
481,321,4
741,91,4
752,63,5
654,114,3
62,596,2
782,311,5
645,523,3
893,210,3
625,411,4
473,171,2
454,141,3
146,251,3
318,211,5
649,100,3
602,1196,3
725,17,4
442,1495,3
572,512,5
226,571,4
904,49,4
804,433,5
617,435,2
877,681,2
814,320,5
200,695,5
39,91,5
658,289,4
52,374,4
115,175,1
594,116,4
356,682,2
624,736,5
39,220,5
402,1289,1
887,540,4
173,1,4
146,177,5
253,68,3
802,480,2
16,618,4
151,1290,3
35,1381,1
618,146,4
479,200,3
114,78,4
603,638,3
19,188,3
166,175,2
75,573,4
916,652,3
75,86,5
607,477,1
384,1,5
654,531,2
100,307,2
596,474,4
421,974,2
409,247,5
674,817,2
406,199,4
649,250,3
22,914,4
18,614,4
493,950,3
696,610,3
528,1069,3
99,524,5
569,52,5
297,148,3
117,1197,3
474,157,3
576,316,5
358,435,4
388,454,4
131,209,5
643,408,4
7,433,5
101,52,4
841,29,2
791,25,3
22,1235,4
43,396,1
205,49,3
589,95,4
790,47,5
75,698,4
695,78,5
633,363,2
384,88,3
453,293,4
60,161,4
878,795,4
845,280,5
402,1185,1
364,131,3
180,491,4
63,550,3
578,767,4
650,1442,3
93,371,5
205,565,4
393,209,5
888,36,5
95,836,1
864,946,1
612,206,3
599,278,3
802,150,3
388,1,5
572,136,4
867,746,3
875,336,3
912,42,2
205,147,3
728,337,3
193,49,4
891,357,4
184,896,5
648,321,5
865,431,4
804,100,4
82,77,2
364,293,4
556,188,3
19,677,3
239,225,4
417,101,3
19,780,5
73,976,2
454,580,3
779,357,4
678,117,2
33,220,1
662,156,5
22,390,3
15,144,1
914,289,3
377,38,5
496,1469,4
938,911,4
661,535,3
339,827,4
895,633,5
70,631,1
434,496,5
533,189,4
318,864,4
35,993,2
312,296,2
140,822,4
335,73,3
399,10,5
523,423,4
690,189,5
572,568,5
915,161,5
899,173,4
58,755,4
492,420,3
70,363,3
540,244,4
181,342,5
423,51,3
313,82,3
54,17,4
491,307,4
920,745,3
431,654,4
206,187,1
120,671,5
534,1005,3
587,552,4
650,1563,3
862,27,3
366,351,2
35,409,2
22,817,3
748,130,4
885,731,2
10,354,2
384,549,3
117,670,4
145,614,3
37,728,3
87,247,3
422,860,3
747,46,4
468,289,5
369,77,4
652,209,4
769,1386,3
928,549,3
10,239,4
608,254,4
469,860,4
470,778,3
528,361,5
384,49,5
503,652,5
325,519,3
13,474,3
400,960,2
496,139,5
203,751,5
782,275,5
210,682,4
110,216,4
533,355,5
501,249,3
305,713,4
759,147,3
13,317,3
98,512,4
385,99,5
369,53,4
38,146,3
154,52,5
521,641,5
203,325,4
703,582,4
536,1188,4
669,34,3
364,195,4
471,201,5
491,413,4
56,83,4
739,189,5
353,839,5
376,465,2
23,198,3
473,695,5
657,643,3
908,342,3
158,340,5
465,899,2
534,538,5
778,1121,3
37,483,3
801,496,5
369,567,5
911,101,3
875,130,5
551,357,4
342,516,3
93,947,4
733,68,4
133,167,2
87,629,4
123,1069,5
534,164,3
892,630,4
405,105,3
63,492,5
205,179,3
302,89,2
543,130,2
720,1023,2
576,293,5
623,182,3
243,273,5
395,1091,4
615,189,4
891,512,5
70,527,5
422,184,4
453,59,5
475,49,3
930,24,4
457,404,2
19,133,3
65,373,3
379,258,3
335,220,4
750,506,5
895,561,4
18,564,1
366,151,3
622,195,3
30,359,4
533,652,2
394,207,5
58,225,1
905,635,2
60,361,4
387,552,4
384,574,5
232,173,4
60,914,4
618,193,4
667,115,5
402,553,1
699,252,4
162,512,5
84,124,3
306,130,5
76,800,1
657,24,4
27,483,3
657,260,5
308,411,4
874,289,2
556,54,3
15,126,1
802,249,5
521,1121,5
482,183,4
927,217,5
90,609,2
554,368,4
409,487,4
311,561,4
110,861,3
375,240,4
823,333,4
912,654,3
742,77,3
576,274,2
115,11,3
521,1448,5
703,528,4
523,244,5
644,174,5
453,1180,4
875,207,4
877,387,2
845,278,4
205,465,5
428,938,5
246,81,4
566,357,5
269,609,3
726,452,4
913,1148,5
265,217,4
195,697,4
226,687,4
8,236,5
52,726,2
393,101,5
620,141,4
883,613,4
39,185,5
47,66,5
770,542,4
650,153,4
648,89,5
140,104,3
61,103,3
576,161,5
679,1051,5
24,100,3
68,65,2
703,151,3
17,294,1
308,94,5
742,86,4
499,135,3
845,1421,4
65,315,4
584,700,3
38,357,5
778,995,3
649,12,3
655,142,1
505,329,4
10,355,4
720,235,4
131,42,1
93,1107,4
409,29,5
402,649,1
746,187,1
830,289,4
18,895,4
405,1240,2
706,147,3
231,101,3
467,571,5
687,881,2
18,290,4
80,117,3
685,1008,3
810,101,5
717,719,3
902,578,3
15,80,3
667,751,5
442,28,3
364,147,4
65,1054,3
556,3,3
906,66,5
467,408,4
735,387,2
52,538,5
12,256,5
496,24,4
413,862,3
841,10,3
17,424,2
803,682,3
10,693,5
91,36,5
516,795,2
458,51,3
825,97,4
385,1127,4
633,1594,2
9,156,3
68,559,1
702,216,5
363,354,5
455,416,1
934,1042,3
332,154,5
579,123,4
495,751,4
45,153,4
82,861,3
417,511,3
144,839,4
9,729,4
674,383,4
78,29,4
221,68,3
599,610,5
927,57,3
15,873,4
248,172,3
493,290,4
43,146,1
937,773,3
10,77,3
65,232,2
22,541,4
887,118,5
882,71,3
420,502,5
896,175,4
465,287,2
311,733,4
248,356,4
896,217,4
881,816,5
55,182,4
421,938,2
62,25,5
116,820,4
556,199,5
753,491,5
409,873,4
516,735,4
791,338,1
52,138,4
6,408,3
138,25,4
658,189,5
85,661,5
720,189,4
184,137,4
526,104,5
23,208,4
465,672,3
911,89,4
453,730,5
387,347,4
491,618,3
285,13,4
38,919,4
650,1604,3
88,169,5
343,644,4
661,103,2
75,482,3
834,670,4
646,82,3
397,12,4
362,876,3
70,571,3
90,386,3
402,975,1
29,483,5
760,105,4
83,777,3
869,652,3
92,44,2
804,557,4
3,774,2
915,546,5
77,1097,4
38,6,5
205,458,3
902,175,4
11,305,4
479,185,5
325,200,4
519,864,3
454,698,2
144,57,3
32,200,4
599,180,5
789,492,5
859,40,3
18,366,4
353,331,1
671,274,3
769,535,4
762,652,4
516,323,4
565,311,5
939,1006,4
9,753,4
6,266,4
534,643,4
476,342,4
347,656,4
826,828,2
364,102,4
661,491,5
555,273,4
153,221,4
844,278,3
116,891,4
534,541,4
45,200,5
728,23,3
387,438,3
512,360,4
576,261,3
544,215,4
785,60,1
111,156,3
521,1421,5
530,228,2
908,166,4
819,618,4
720,413,3
335,496,4
784,1182,1
499,1073,3
463,1070,3
848,247,5
499,831,3
156,99,3
43,96,4
308,101,2
77,635,5
358,1357,4
409,298,4
920,309,5
556,193,1
884,549,1
790,200,4
659,378,4
90,544,3
27,672,5
83,561,4
62,409,3
242,881,2
583,512,5
10,302,3
568,622,4
748,369,2
778,177,4
465,552,4
674,652,2
402,910,1
313,31,4
878,311,4
448,229,5
797,52,5
428,781,3
461,390,4
242,620,4
75,109,4
528,355,3
35,651,1
165,211,3
90,471,4
15,44,5
100,316,4
169,203,4
80,694,5
825,160,4
790,716,4
117,660,5
530,406,1
787,700,3
156,240,4
907,101,5
181,165,3
649,179,3
105,520,4
205,1019,3
425,161,3
32,1276,3
13,107,3
342,352,1
582,549,3
518,695,5
875,644,4
456,98,5
287,117,3
12,704,4
29,331,1
837,787,3
777,159,2
749,52,4
637,82,3
414,179,3
18,101,5
491,462,3
913,403,5
497,578,3
65,29,4
421,852,3
769,54,5
402,1040,3
87,594,4
634,17,5
486,297,2
248,523,3
530,297,4
630,977,2
569,413,3
68,238,5
931,26,5
708,113,4
2,561,5
718,403,5
251,139,4
249,302,3
880,395,5
236,629,4
290,744,2
226,438,4
207,375,5
111,858,3
165,408,3
374,794,4
276,280,3
464,357,4
842,366,5
88,108,5
333,288,5
817,1066,2
402,633,5
19,699,4
572,367,4
477,342,4
430,708,4
37,443,3
907,330,4
310,100,4
465,222,4
23,649,5
402,1408,1
335,514,3
491,557,4
210,140,4
351,357,5
530,527,1
750,247,4
845,229,5
463,10,4
182,549,4
551,350,4
479,621,2
229,357,5
283,390,3
808,345,4
576,693,5
883,629,5
609,977,3
925,1046,4
406,319,4
18,65,4
322,731,2
48,347,4
539,54,2
543,496,5
163,630,5
504,76,3
58,499,3
663,289,3
501,573,4
392,694,5
920,84,3
464,795,3
593,230,4
523,842,4
759,423,4
649,618,2
377,174,4
402,1230,1
525,72,5
542,11,4
571,157,5
915,1047,3
650,1357,3
779,311,4
353,112,4
664,367,3
467,174,5
80,118,5
390,140,5
397,38,3
522,293,4
11,456,2
17,632,4
39,660,4
774,154,3
599,189,5
151,229,4
188,148,4
792,52,4
406,638,4
379,254,4
883,67,1
500,254,3
927,232,4
387,698,4
668,324,4
778,519,1
76,836,4
862,349,3
37,99,4
871,676,1
458,648,3
20,216,4
70,862,5
179,154,4
387,129,4
735,151,2
891,1034,5
95,252,1
153,10,3
342,549,3
479,73,1
742,88,5
539,324,3
374,472,4
308,697,5
696,1065,3
752,842,5
329,68,4
392,423,4
904,552,4
402,667,1
648,229,4
409,101,5
92,456,4
875,282,3
229,681,3
114,49,5
657,175,2
812,373,3
23,1599,4
338,1023,1
319,157,3
920,529,4
655,275,4
96,57,4
895,366,5
402,513,4
20,704,4
511,734,3
83,58,5
100,725,3
85,460,4
695,652,2
39,280,4
194,698,4
311,342,3
937,200,3
742,1234,2
671,357,4
453,864,4
813,652,5
474,496,4
192,115,4
556,1138,4
726,487,4
366,86,5
392,616,3
122,299,4
90,835,2
245,25,3
875,704,3
112,942,4
428,656,3
181,1016,5
184,1026,5
752,354,3
432,796,2
0,92,4
310,114,3
859,95,4
719,860,4
467,78,5
727,525,4
837,220,4
38,1095,2
97,1292,4
660,614,4
341,113,4
893,29,4
24,889,3
687,406,5
173,239,4
166,153,4
207,257,5
3,30,5
432,595,5
203,1229,5
699,104,4
448,591,3
880,522,5
68,622,4
387,366,4
396,443,1
174,371,5
907,1036,1
9,120,2
616,840,4
635,266,4
5,84,4
842,590,5
233,140,5
708,1180,4
777,382,3
396,496,3
315,357,5
763,693,5
534,304,3
893,81,3
75,8,1
132,360,4
479,382,1
318,676,3
139,216,5
339,1,4
179,77,4
117,264,2
342,1194,4
16,195,2
531,247,5
713,1023,1
325,88,4
342,221,3
91,652,5
650,394,4
358,137,4
37,363,2
254,112,5
428,433,4
862,180,5
26,306,3
54,357,5
477,52,5
402,962,1
296,512,4
144,804,3
799,346,4
917,829,4
688,592,2
650,349,2
27,339,3
19,150,3
17,93,3
531,942,3
516,337,2
587,853,3
378,103,4
856,157,5
596,531,1
114,347,5
219,89,4
769,156,2
242,209,2
919,321,4
9,502,4
162,695,4
531,540,3
404,440,4
617,288,4
403,104,3
246,77,4
831,403,2
333,492,5
674,303,3
692,693,4
584,1,5
225,818,3
928,52,2
117,310,5
295,389,4
22,695,4
361,437,5
708,1026,2
576,31,1
335,283,4
509,614,3
893,302,3
461,200,5
119,357,5
650,1142,4
374,320,3
588,541,5
802,378,5
324,230,4
522,390,5
632,409,4
784,102,3
390,837,3
446,60,2
80,734,4
791,96,4
9,68,3
39,34,4
55,367,3
18,1258,1
41,325,3
85,121,3
67,933,2
786,404,4
238,24,3
927,834,4
546,614,5
674,873,2
431,101,3
551,244,5
556,828,3
477,357,5
703,236,5
752,361,4
885,597,4
430,66,5
70,953,3
430,629,4
188,330,5
23,733,4
665,235,5
187,347,5
325,5,3
41,58,5
701,69,2
602,144,4
748,179,4
15,795,4
13,113,5
311,221,4
319,229,3
505,357,5
904,490,4
114,21,3
837,954,3
478,233,2
525,43,3
446,260,3
877,656,4
276,157,5
893,10,4
230,325,4
669,922,3
864,232,3
928,900,2
875,375,2
867,390,5
859,863,3
116,1277,5
58,458,4
110,357,5
