movieId,imdbId,tmdbId
695,114788,36141.0
8294,114888,95963.0
1941,108550,1587.0
3057,114857,9271.0
54,114924,2064.0
2116,111667,19855.0
7308,109655,60855.0
696,110598,236.0
5024,112435,48287.0
323,109040,3049.0
425,109045,2759.0
2117,106339,12635.0
5512,104779,10497.0
1946,109348,11382.0
55,109444,9331.0
56,109446,10731.0
4195,109484,10464.0
3636,109504,34152.0
697,109506,9495.0
2118,109450,29973.0
100,109813,888.0
57,109830,13.0
58,109831,712.0
4943,113305,16295.0
4284,110093,10879.0
2119,110167,10660.0
621,110213,10714.0
6454,107472,41647.0
59,110357,8587.0
2120,107426,1689.0
2121,111686,11596.0
60,110475,854.0
2524,110478,9359.0
2122,110588,23333.0
61,110622,36593.0
62,110771,12280.0
63,110950,2788.0
698,105226,10427.0
3612,110989,11011.0
7175,111054,49803.0
2073,110997,8987.0
64,111257,1637.0
4518,111256,15128.0
2123,111438,8831.0
146,111503,36955.0
3012,111693,10449.0
65,111742,10395.0
2124,111756,12160.0
4944,112443,40480.0
5615,110399,26352.0
6991,112570,39953.0
6484,109454,41580.0
7269,59170,315.0
4945,110186,22067.0
3381,108069,18242.0
2235,111301,11667.0
5960,113827,226229.0
66,110027,8011.0
2125,113409,2654.0
6325,109021,18069.0
3637,109035,19092.0
67,106220,2758.0
2126,106226,10436.0
2525,109068,13595.0
5466,109067,46094.0
3549,106292,9409.0
5216,109198,11853.0
4386,109219,16771.0
5028,106379,46924.0
2526,106400,11041.0
2951,109254,306.0
3334,109279,14522.0
5004,109297,26203.0
2127,109303,178.0
2527,109305,19819.0
2278,109306,57834.0
2528,106452,4722.0
4229,106471,18215.0
2128,106489,1607.0
699,109361,26391.0
147,106519,6075.0
2529,109439,11310.0
5616,109443,18658.0
148,106582,9350.0
149,106598,9612.0
6299,109456,2124.0
4209,109480,26261.0
6670,109493,19176.0
7011,106660,49299.0
150,106673,11566.0
700,106677,9571.0
151,106697,9739.0
4575,109729,24257.0
4230,106834,34444.0
2129,106873,26141.0
4231,106332,10997.0
8326,109783,50463.0
2130,106881,10443.0
7476,106880,20239.0
2131,111732,16297.0
2132,106926,18551.0
3595,111712,25440.0
6300,106941,9024.0
68,106918,37233.0
4274,106965,1634.0
2133,109842,13815.0
69,106977,5503.0
4472,107004,35588.0
2530,109890,2087.0
7176,109891,41579.0
3363,109913,18620.0
2531,107057,4916.0
152,107076,2019.0
2134,107096,31642.0
701,107144,9255.0
6832,113674,26271.0
70,112966,10612.0
3013,107151,2259.0
4862,110064,16097.0
702,110074,11934.0
2532,110097,106143.0
5525,110123,12475.0
71,107206,9386.0
2135,107207,7984.0
5617,110137,59930.0
2533,108551,15765.0
2136,107286,6.0
72,107290,329.0
703,107302,10909.0
1947,110265,507.0
704,107322,34024.0
3382,110305,29918.0
73,107362,9593.0
5618,107413,42580.0
5675,110353,22317.0
6196,107468,1413.0
4519,107478,12121.0
4850,107497,2246.0
2137,107501,10502.0
1948,107507,10440.0
2138,107554,9516.0
705,116253,2320.0
4137,74102,5879.0
7627,111689,83718.0
74,107616,11971.0
6301,107611,2625.0
5891,107613,31911.0
75,107614,788.0
2139,107653,21450.0
3638,110657,11231.0
2140,110678,10447.0
4946,110687,31586.0
4387,107756,9300.0
2141,107808,9559.0
76,107818,9800.0
77,107822,713.0
3639,107840,8291.0
7021,107889,18133.0
5005,111003,25557.0
2142,110939,22588.0
3640,110955,10872.0
78,107943,1245.0
4646,110971,11858.0
2143,107969,7007.0
2534,111001,10467.0
2144,107978,5550.0
450,107977,8005.0
3014,107983,2088.0
2145,105275,10412.0
2535,108000,47889.0
451,108002,14534.0
8327,105032,41878.0
79,108052,424.0
7626,111094,35233.0
578,108065,14291.0
622,108071,11236.0
2279,111127,11592.0
5676,111143,8850.0
426,108101,10445.0
706,108122,695.0
7177,111194,43535.0
80,111201,12519.0
579,108149,23210.0
81,108160,858.0
707,108162,867.0
153,83658,78.0
4520,108186,13203.0
452,108174,10442.0
4786,108238,11074.0
4210,108255,9607.0
2146,111323,17585.0
4211,111400,9057.0
708,108328,20967.0
82,111418,10635.0
83,107688,9479.0
84,108333,10057.0
2236,108358,11969.0
5647,111488,41590.0
709,108399,319.0
710,108515,26408.0
4647,110763,15139.0
7611,107779,161158.0
8328,110259,85247.0
711,114906,11446.0
9053,107002,51980.0
7696,109403,24405.0
8329,104029,11655.0
7654,107315,8223.0
4232,106408,14587.0
4947,110363,31504.0
8330,111709,53185.0
7612,107225,23637.0
712,111252,17600.0
3641,110366,10897.0
5996,109120,21352.0
2147,110892,37345.0
2536,112651,32562.0
8299,107642,47507.0
85,112572,9066.0
86,99785,771.0
87,99653,251.0
88,103639,812.0
89,103064,280.0
90,99348,581.0
91,96895,268.0
92,102926,274.0
154,29583,408.0
101,101414,10020.0
155,32910,10895.0
324,100405,114.0
2148,65214,576.0
5006,110395,15477.0
6326,112606,30528.0
2280,117247,7300.0
3058,112625,10824.0
505,116282,275.0
3402,116552,25059.0
156,82509,11827.0
3059,116514,8766.0
2149,117283,23570.0
3596,116684,47333.0
8331,110374,54850.0
5961,70506,51242.0
93,65421,10112.0
8601,113083,4307.0
6039,116165,32308.0
7312,102855,88893.0
8332,107471,52873.0
7791,117891,28121.0
5263,113613,12520.0
453,117381,1592.0
5264,115837,36447.0
3597,115509,19042.0
6508,114671,38884.0
4233,112844,47449.0
3529,116275,41852.0
3124,117608,9099.0
8922,113448,2021.0
4948,116414,61752.0
2074,116095,10988.0
713,115956,10684.0
714,117060,954.0
3598,117071,18989.0
7750,117788,10801.0
2075,116136,8840.0
5619,116168,11107.0
7477,54189,10363.0
94,116683,10539.0
2150,116287,10543.0
715,116768,18414.0
3599,116269,47502.0
716,114787,11902.0
3618,112536,25087.0
2281,48473,5801.0
2282,52572,896.0
427,117128,3065.0
580,117705,2300.0
717,62711,8069.0
2985,108181,27768.0
7127,114307,221917.0
718,58898,8072.0
7613,82206,35797.0
5265,113443,33245.0
5025,109491,124460.0
3335,114048,27281.0
7614,111613,105045.0
5007,117104,40001.0
5677,117688,29621.0
3600,117774,20762.0
5648,114736,37144.0
7686,112604,48260.0
6747,116289,12656.0
5513,109593,38867.0
5016,112368,25969.0
7544,62952,753.0
2151,115742,43634.0
3619,117420,9103.0
5033,115951,90214.0
2076,117107,10990.0
428,117979,8866.0
3601,95776,12233.0
6584,115851,23449.0
3602,116322,36355.0
1949,112817,922.0
5526,113362,11876.0
8295,108500,11687.0
2077,117108,9304.0
95,118114,
7615,114103,
5090,113270,73183.0
429,115963,9100.0
5620,116448,20759.0
7178,116827,46063.0
3530,112701,32513.0
5510,116508,36915.0
506,117500,9802.0
526,109592,21588.0
102,117998,664.0
430,115624,11867.0
3135,113568,9323.0
3642,117894,10280.0
2078,117723,10535.0
431,112691,532.0
7807,40366,26744.0
4253,117768,16299.0
719,115571,10547.0
720,57012,935.0
4234,113849,41007.0
4742,113188,35645.0
7131,42644,110465.0
4235,109381,255546.0
8597,109688,40751.0
5962,110480,85778.0
4817,108211,11101.0
3403,117331,9826.0
721,117765,9879.0
8589,113280,22621.0
2079,116669,7095.0
4236,116594,26890.0
2537,113211,46732.0
7478,116992,
8333,63715,41225.0
103,117951,627.0
5253,118523,32872.0
432,116629,602.0
5266,117737,14553.0
2538,116277,9566.0
4135,116583,10545.0
722,115798,9894.0
550,116778,11543.0
433,116213,9268.0
6833,113147,52059.0
325,117218,9327.0
7616,106810,124306.0
5008,116040,11228.0
723,116365,10779.0
724,116905,26748.0
3567,116493,38223.0
725,117333,9294.0
726,118113,49963.0
727,117628,11363.0
454,117913,1645.0
2539,115530,31546.0
7756,115493,36344.0
4787,116320,18550.0
3620,116756,11511.0
6868,116823,34170.0
7128,117999,124645.0
2080,118073,12606.0
7617,49521,35206.0
5468,110246,12632.0
4237,115472,18975.0
4788,116707,11962.0
4238,116313,2925.0
8334,114550,28628.0
728,117438,3595.0
5678,116531,9308.0
4863,117332,92381.0
5026,116353,18555.0
729,115857,12123.0
3106,117008,10830.0
3003,116191,3573.0
3621,115986,10546.0
7697,116571,18862.0
2283,53459,31417.0
2479,117826,9431.0
4239,108227,297645.0
7687,111424,48144.0
5702,113080,46986.0
5267,117718,47907.0
2081,116225,10061.0
6509,112767,36266.0
730,115632,549.0
2082,117918,10478.0
7618,51980,116690.0
157,68646,238.0
5009,104558,11134.0
7655,114936,132641.0
8598,114474,42758.0
104,115736,9303.0
5065,115836,23945.0
2540,116745,22479.0
4576,119214,9054.0
4138,109066,11985.0
7794,110693,410921.0
6513,106544,38955.0
4285,120004,11015.0
2083,116654,9306.0
4577,116311,12559.0
5010,117965,58770.0
7698,115725,3587.0
7270,115783,10723.0
5527,113596,19004.0
7656,109001,101230.0
2152,113253,10987.0
4240,117991,44705.0
7129,117093,20318.0
6455,111019,26933.0
3336,35896,27854.0
2153,32904,981.0
731,45152,872.0
2284,43278,2769.0
5489,50419,13320.0
2154,54698,164.0
158,52357,426.0
732,47396,567.0
2207,25316,3078.0
5900,36855,13528.0
6040,25164,28288.0
733,53125,213.0
734,53604,284.0
159,53291,239.0
735,56923,4808.0
736,34583,289.0
160,33870,963.0
623,58385,11113.0
2155,47437,6620.0
737,46250,804.0
2156,31580,26531.0
2237,37059,909.0
161,32138,630.0
738,31381,770.0
2238,84370,31044.0
739,43014,599.0
551,33467,15.0
434,62622,62.0
740,42192,705.0
4388,32143,22490.0
1950,32976,223.0
2157,32484,25670.0
1951,38787,303.0
741,38109,4174.0
4521,50105,8356.0
2158,48728,381.0
3603,42451,20758.0
5490,45537,29376.0
5528,31725,1859.0
6327,50658,18299.0
5491,51658,17281.0
6816,52126,64382.0
2159,29843,10907.0
6028,32762,32093.0
1952,37008,1939.0
4578,39420,22292.0
5091,29162,3598.0
2239,27125,3080.0
5492,35446,198.0
2541,28010,13562.0
2240,49261,1712.0
2285,48028,220.0
2160,25878,3529.0
2161,32599,3085.0
2241,48960,2897.0
742,38650,1585.0
2162,31679,3083.0
2163,29947,900.0
5493,34012,43795.0
5089,17350,85638.0
5092,38300,22688.0
5529,27893,23114.0
6328,32022,26378.0
7313,41509,40206.0
6329,39152,22356.0
1953,26029,260.0
2164,38235,43488.0
2165,63350,10331.0
2166,43265,488.0
5530,46414,22733.0
2286,51459,261.0
6330,47162,57575.0
4389,33891,32574.0
3337,22879,22649.0
8335,93229,39448.0
6510,118927,52855.0
2167,48491,39940.0
5531,117357,85328.0
3063,116329,11076.0
7657,118742,63945.0
6752,116442,58985.0
6782,117011,10861.0
5268,117039,1770.0
6331,117473,44465.0
743,115678,18203.0
2542,116830,9333.0
7658,115847,47260.0
7699,117603,9400.0
3550,115438,9401.0
4959,116259,11306.0
6332,116421,9625.0
4789,116000,10680.0
2543,115862,6346.0
3531,72653,18660.0
5669,47977,35115.0
3532,72951,14821.0
2544,64603,14136.0
162,71607,10869.0
2242,50798,22660.0
2168,55277,19186.0
4370,54195,31102.0
3582,107131,6878.0
163,53271,15944.0
2545,54357,18444.0
2546,59793,20723.0
2169,46672,173.0
744,106611,864.0
3551,109127,24795.0
164,42332,11224.0
2170,63819,81310.0
5066,38166,15947.0
2547,57546,9078.0
6333,41890,29682.0
552,102798,8367.0
165,58331,433.0
1,33563,11360.0
166,76538,11114.0
167,66817,12335.0
168,43274,12092.0
169,82406,10948.0
2477,116361,11229.0
326,59742,15121.0
170,95016,562.0
3064,104692,10163.0
7688,117582,47199.0
745,117589,11159.0
2171,117887,9591.0
7010,117924,30500.0
8590,117791,41843.0
4241,115640,10938.0
746,116908,11412.0
3643,116409,10586.0
6535,116913,42314.0
7007,117958,27845.0
8336,117202,23223.0
7179,116404,49471.0
5011,120107,38153.0
5469,116722,25147.0
4390,116242,9716.0
507,117509,454.0
747,117802,10218.0
2,117665,819.0
4579,116714,56830.0
4648,115491,11238.0
5532,29546,31530.0
6645,28757,66473.0
7808,39286,28120.0
7314,37101,1834.0
171,67992,252.0
7315,55018,16372.0
581,70707,11561.0
2287,66808,11302.0
172,95159,623.0
435,79470,583.0
2548,84865,12614.0
2172,68334,21711.0
4371,59243,11575.0
748,61418,475.0
3338,52027,11331.0
2173,46912,521.0
5975,113731,21202.0
749,92890,88.0
173,105236,500.0
2174,91763,792.0
2175,98627,8491.0
750,103772,402.0
751,101761,10537.0
752,104036,11386.0
753,104348,9504.0
2288,84707,15764.0
174,83866,601.0
4743,29992,25842.0
754,99371,2119.0
527,92099,744.0
2176,48545,221.0
1954,44081,702.0
3583,115885,25750.0
4696,117040,9305.0
4580,117284,37616.0
6334,115580,11112.0
2549,116378,21612.0
755,117318,1630.0
6456,117320,124837.0
2177,82846,11816.0
175,72081,11843.0
2178,101775,10379.0
176,96754,2756.0
2179,80749,790.0
3,82340,1103.0
2180,82533,11298.0
756,91288,4480.0
4139,91480,4481.0
6476,111357,
2243,81375,10765.0
177,71853,762.0
6197,116587,44497.0
7659,117677,79306.0
757,118147,10548.0
436,108598,531.0
3015,84589,4483.0
8337,109781,18919.0
7809,40427,31556.0
7810,40723,26167.0
7811,39881,26174.0
2181,78875,659.0
5533,69198,30892.0
4242,110521,86369.0
8602,60304,8074.0
5122,115715,124676.0
6041,116059,38554.0
8338,115610,49763.0
7180,99028,41326.0
758,103850,10608.0
4,95765,11216.0
759,97108,7452.0
7619,109942,64567.0
1955,101700,892.0
760,101765,1600.0
508,101811,26561.0
761,50825,975.0
762,99703,18129.0
6872,102014,54405.0
2550,120121,150823.0
763,116209,409.0
6302,102426,38251.0
2182,97937,10161.0
764,98724,1412.0
4473,105107,41768.0
2289,105488,10409.0
765,96257,14285.0
6873,101026,2469.0
5892,102370,10174.0
4391,100332,31225.0
327,73486,510.0
178,78446,11455.0
179,80684,1891.0
105,93779,2493.0
180,82971,85.0
766,88846,68.0
181,90605,679.0
553,60196,429.0
2290,94336,13446.0
767,50083,389.0
388,56172,947.0
182,66921,185.0
768,56592,595.0
183,78788,28.0
769,64116,335.0
106,86190,1892.0
770,93191,144.0
771,41959,1092.0
184,99685,769.0
185,78748,348.0
582,106308,766.0
2183,95250,175.0
772,89881,11645.0
773,97202,10835.0
186,54215,539.0
187,80455,525.0
328,71562,240.0
188,93058,600.0
437,104361,530.0
2244,97499,10705.0
189,86879,279.0
2551,45061,3109.0
2184,87843,311.0
774,81398,1578.0
190,75686,703.0
438,86197,9549.0
1956,79944,1398.0
775,82096,387.0
776,70735,9277.0
107,67185,343.0
7309,103130,37291.0
1957,50976,490.0
2185,85859,11235.0
191,88247,218.0
1958,103873,763.0
439,97441,9665.0
192,100519,18971.0
777,79522,696.0
1959,100150,379.0
778,97165,207.0
329,61722,37247.0
779,52311,1480.0
780,100263,9322.0
389,50212,826.0
781,56801,422.0
782,71315,829.0
2186,43456,828.0
783,40897,3090.0
1960,92610,9964.0
2245,23969,3063.0
193,88794,13667.0
194,81505,694.0
195,92005,235.0
784,22100,832.0
2187,92991,765.0
785,57115,5925.0
5,77416,11778.0
786,82269,4485.0
196,107048,137.0
787,105695,33.0
788,56218,982.0
2188,100436,8428.0
2189,36613,212.0
197,88763,105.0
108,101921,1633.0
789,66206,11202.0
4392,90967,1554.0
2190,94625,149.0
440,91203,8009.0
390,61512,903.0
2291,99334,11673.0
198,72431,3034.0
4393,102536,339.0
790,101640,10404.0
791,32553,914.0
199,32455,756.0
792,44706,288.0
793,38355,910.0
200,97493,2640.0
2191,81534,16633.0
6,52618,665.0
201,88258,11031.0
794,85809,11314.0
795,94006,15143.0
202,97576,89.0
2192,78841,10322.0
7,83987,783.0
583,96332,10644.0
2246,91867,11257.0
796,89886,14370.0
203,84503,12104.0
2193,87553,625.0
2502,89606,8816.0
2247,49223,830.0
441,97351,2323.0
797,73341,983.0
798,64115,642.0
2292,87884,655.0
2194,101458,10341.0
204,98635,639.0
7479,116589,30180.0
8507,117550,31388.0
8339,116293,41801.0
4581,116601,61536.0
799,103644,8077.0
2195,82010,814.0
4286,103678,41671.0
3533,85159,27214.0
6176,115535,52263.0
8340,106262,33519.0
3534,83550,16235.0
2196,78767,11449.0
6497,99030,41848.0
8341,71233,25944.0
4287,90655,24913.0
7700,75704,49126.0
205,92632,32076.0
800,56869,571.0
206,51418,8851.0
8342,82083,37843.0
2197,101492,32146.0
7588,37549,30346.0
8,103874,6114.0
2986,26138,229.0
4394,74258,13549.0
801,103919,9529.0
9,101540,1598.0
207,55824,11349.0
2198,74285,7340.0
2248,83722,6217.0
2199,87800,377.0
1961,13442,653.0
6947,91651,28198.0
2200,75005,794.0
4250,115710,31640.0
2552,115495,8744.0
442,117057,25189.0
2201,115751,145.0
7589,119791,2212.0
208,117731,199.0
509,117631,7863.0
391,117666,12498.0
2953,116705,9279.0
802,117293,17204.0
6042,117372,21539.0
7620,117477,12709.0
2503,115988,20539.0
3016,115433,11674.0
7621,110171,64900.0
803,99423,1573.0
10,79945,152.0
209,102975,174.0
443,98382,172.0
210,84726,154.0
444,88170,157.0
211,92007,168.0
212,103776,364.0
109,96487,11967.0
4582,100994,9086.0
213,77631,621.0
2202,84021,9037.0
2203,100114,10173.0
4395,117773,168535.0
804,105690,8845.0
214,73195,578.0
215,77766,579.0
2204,85750,17692.0
2553,117119,17795.0
805,116996,75.0
4474,115906,13891.0
330,116695,9390.0
445,93822,378.0
2249,94155,10896.0
216,105435,2322.0
6335,115633,41240.0
6336,116621,26949.0
2554,116999,9819.0
5534,116410,31908.0
5649,119783,46027.0
11,115641,3179.0
7622,112769,1802.0
806,117571,4232.0
446,104691,9361.0
2480,117038,2928.0
6869,116240,30285.0
510,116477,10549.0
7480,118163,18451.0
6585,117091,27265.0
7623,118100,49935.0
2947,116250,8818.0
6337,117364,36758.0
5535,67959,36040.0
4396,117028,74239.0
2555,119731,9415.0
528,116506,55146.0
5650,119115,12145.0
2250,120390,34314.0
6485,112362,2892.0
4583,116704,9404.0
4864,120414,85242.0
5621,118708,9622.0
5569,119664,8860.0
7701,110425,197537.0
3065,106535,14832.0
2293,118928,9619.0
2556,106266,31000.0
2205,106387,4104.0
7181,119937,26306.0
6537,109949,43775.0
5988,119640,14908.0
6603,116790,784.0
4865,119225,12489.0
807,118111,16448.0
8603,116754,55936.0
5679,118691,17894.0
7645,120238,28059.0
5536,116565,58911.0
3644,119887,17949.0
3107,119141,1968.0
8343,120357,61563.0
529,118548,66.0
4522,120317,20735.0
2557,120434,11419.0
6870,120318,25796.0
808,116922,638.0
8344,120036,25624.0
809,119008,9366.0
5622,118750,21915.0
4251,118859,18420.0
7702,118702,19952.0
3584,119432,9446.0
7789,116743,28005.0
810,119951,9403.0
811,120053,10003.0
4475,120152,9311.0
7660,118064,11844.0
812,115964,884.0
813,116041,49806.0
331,119528,1624.0
4649,120094,16052.0
2558,118972,4477.0
6043,118829,24662.0
4866,118663,18423.0
8345,116931,76996.0
5623,120389,6499.0
6783,119013,9405.0
4818,119381,12723.0
530,118615,9360.0
455,119229,9434.0
7661,116762,118991.0
814,116783,21626.0
815,118541,13982.0
6992,113314,93946.0
7012,119859,77223.0
2559,120366,31465.0
816,120032,9611.0
2294,120461,10357.0
4397,115886,9977.0
817,118655,816.0
4584,118771,2163.0
2560,120383,31017.0
5458,120479,49478.0
6586,119109,12499.0
818,119116,18.0
819,119809,1811.0
8346,116920,109614.0
4867,120190,60082.0
4398,119578,64802.0
4748,117615,11239.0
8604,120394,15321.0
511,118556,2058.0
4960,115744,9450.0
8347,118964,125021.0
217,119567,330.0
3066,117359,38523.0
820,117561,16375.0
8348,114303,45671.0
8349,120373,17770.0
456,118880,1701.0
4252,114134,26422.0
8432,112951,124642.0
821,120179,1639.0
822,118688,415.0
8605,119019,47686.0
4585,120034,65889.0
2561,119282,11970.0
823,119738,8874.0
1962,105569,17991.0
8606,115856,11956.0
4824,57345,266.0
824,119094,754.0
6486,116384,43771.0
110,119654,607.0
5989,119848,18080.0
7792,120512,38225.0
5093,120133,17834.0
512,118884,686.0
4112,119173,4421.0
3535,82198,9387.0
2562,119190,10603.0
825,118887,2142.0
3645,119081,8413.0
3067,120177,10336.0
5997,118570,20737.0
4523,119896,9413.0
4399,119361,14585.0
3646,119152,18519.0
6874,118818,49462.0
826,118883,8834.0
2563,118966,9458.0
3647,120207,8854.0
6338,120112,38295.0
5470,119311,22073.0
6587,119509,37244.0
3648,119675,4961.0
6671,119695,9416.0
7182,119086,26180.0
4586,119484,17832.0
827,118571,9772.0
7130,118531,6072.0
828,99810,1669.0
531,102494,468.0
3108,119465,32519.0
4587,120197,108401.0
2564,119360,10806.0
829,119051,9433.0
830,119874,6623.0
457,119488,2118.0
4372,120102,978.0
2565,119468,9437.0
7297,120169,29461.0
5067,120524,10351.0
2566,120323,66588.0
458,119174,2649.0
5990,119123,14289.0
1963,120399,10155.0
6588,119632,20457.0
7662,118647,18355.0
4868,120151,33657.0
5894,120402,55306.0
831,119349,68924.0
3359,120192,36434.0
392,118842,2255.0
8350,119326,28353.0
2252,119164,9427.0
6589,116631,172545.0
5471,119280,17589.0
832,119345,3597.0
833,118971,1813.0
4588,120029,36797.0
5012,119906,12628.0
4400,119324,33344.0
834,119107,25099.0
6198,120539,62422.0
835,119177,782.0
7624,119095,29911.0
4288,119891,9827.0
8351,120529,251481.0
4524,119535,8067.0
7663,119080,45153.0
4869,119210,10871.0
218,83131,10890.0
4767,118689,1281.0
4650,119592,9770.0
4790,119832,12616.0
7132,120275,34838.0
4373,120490,14905.0
8552,119527,14583.0
2567,119978,11975.0
836,118749,4995.0
219,90329,9281.0
837,120201,563.0
4589,107282,19931.0
