movieId,title,genres
2064,Bed of Roses (1996),Drama|Romance
2065,Screamers (1995),Action|Sci-Fi|Thriller
7610,Nico Icon (1995),Documentary
2478,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller
2066,"Juror, The (1996)",Drama|Thriller
5959,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama
2067,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance
660,Antonia's Line (Antonia) (1995),Comedy|Drama
6323,Once Upon a Time... When We Were Colored (1995),Drama|Romance
7685,Last Summer in the Hamptons (1995),Comedy|Drama
2068,Angels and Insects (1995),Drama|Romance
2069,White Squall (1996),Action|Adventure|Drama
7695,Dunston Checks In (1996),Children|Comedy
2952,Black Sheep (1996),Comedy
2093,Nick of Time (1995),Action|Thriller
2070,Mary Reilly (1996),Drama|Horror|Thriller
4132,Vampire in Brooklyn (1995),Comedy|Horror|Romance
661,Beautiful Girls (1996),Comedy|Drama|Romance
662,Broken Arrow (1996),Action|Adventure|Thriller
6871,In the Bleak Midwinter (1995),Comedy|Drama
2094,"Hate (Haine, La) (1995)",Crime|Drama
3634,Shopping (1994),Action|Thriller
6452,Heidi Fleiss: Hollywood Madam (1995),Documentary
2071,City Hall (1996),Drama|Thriller
663,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance
4741,Mr. Wrong (1996),Comedy
5511,Unforgettable (1996),Mystery|Sci-Fi|Thriller
320,Happy Gilmore (1996),Comedy
2095,"Bridges of Madison County, The (1995)",Drama|Romance
664,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
8319,Catwalk (1996),Documentary
27,Braveheart (1995),Action|Drama|War
385,Taxi Driver (1976),Crime|Drama|Thriller
140,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
5509,Before and After (1996),Drama|Mystery
8298,Margaret's Museum (1995),Drama
4214,Anne Frank Remembered (1995),Documentary
4385,"Young Poisoner's Handbook, The (1995)",Crime|Drama
2519,If Lucy Fell (1996),Comedy|Romance
7174,"Steal Big, Steal Little (1995)",Comedy
4215,"Boys of St. Vincent, The (1992)",Drama
2096,Boomerang (1992),Comedy|Romance
665,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
4216,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
666,Flirting With Disaster (1996),Comedy
548,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
9063,Pie in the Sky (1996),Comedy|Romance
3061,Angela (1995),Drama
8320,Frankie Starlight (1995),Drama|Romance
4516,Jade (1995),Thriller
3123,Down Periscope (1996),Comedy
8321,Man of the Year (1995),Documentary
2072,Up Close and Personal (1996),Drama|Romance
141,"Birdcage, The (1996)",Comedy
28,"Brothers McMullen, The (1995)",Comedy
667,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
5018,"Amazing Panda Adventure, The (1995)",Adventure|Children
3007,"Basketball Diaries, The (1995)",Drama
8431,"Awfully Big Adventure, An (1995)",Drama
668,Amateur (1994),Crime|Drama|Thriller
29,Apollo 13 (1995),Adventure|Drama|IMAX
420,Rob Roy (1995),Action|Drama|Romance|War
525,"Addiction, The (1995)",Drama|Horror
30,Batman Forever (1995),Action|Adventure|Comedy|Crime
2097,Beauty of the Day (Belle de jour) (1967),Drama
6324,Beyond Rangoon (1995),Adventure|Drama|War
4133,Blue in the Face (1995),Comedy|Drama
669,Canadian Bacon (1995),Comedy|War
386,Casper (1995),Adventure|Children
2098,Clockers (1995),Crime|Drama|Mystery
670,Congo (1995),Action|Adventure|Mystery|Sci-Fi
31,Crimson Tide (1995),Drama|Thriller|War
671,Crumb (1994),Documentary
672,Desperado (1995),Action|Romance|Western
673,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
32,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
2099,"Doom Generation, The (1995)",Comedy|Crime|Drama
9052,Feast of July (1995),Drama
33,First Knight (1995),Action|Drama|Romance
549,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
674,Hackers (1995),Action|Adventure|Crime|Thriller
4217,Jeffrey (1995),Comedy|Drama
675,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
142,Judge Dredd (1995),Action|Crime|Sci-Fi
4283,Jury Duty (1995),Comedy
676,Kids (1995),Drama
677,Living in Oblivion (1995),Comedy
2100,Lord of Illusions (1995),Horror
4218,Love & Human Remains (1993),Comedy|Drama
2101,Mad Love (1995),Drama|Romance
678,Mallrats (1995),Comedy|Romance
2234,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
8322,Mute Witness (1994),Comedy|Horror|Thriller
5701,Nadja (1994),Drama
34,"Net, The (1995)",Action|Crime|Thriller
35,Nine Months (1995),Comedy|Romance
6453,Party Girl (1995),Comedy
3053,"Prophecy, The (1995)",Fantasy|Horror|Mystery
8323,Reckless (1995),Comedy|Fantasy
4136,Safe (1995),Thriller
4134,"Scarlet Letter, The (1995)",Drama|Romance
679,Showgirls (1995),Drama
1945,Smoke (1995),Comedy|Drama
5019,Something to Talk About (1995),Comedy|Drama|Romance
680,Species (1995),Horror|Sci-Fi
421,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
4961,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
5002,"Tie That Binds, The (1995)",Thriller
5020,Three Wishes (1995),Drama|Fantasy
2102,Total Eclipse (1995),Drama|Romance
2520,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
2950,Under Siege 2: Dark Territory (1995),Action
4194,Unstrung Heroes (1995),Comedy|Drama
2103,Unzipped (1995),Documentary
422,"Walk in the Clouds, A (1995)",Drama|Romance
36,Waterworld (1995),Action|Adventure|Sci-Fi
2104,White Man's Burden (1995),Drama
7475,"Browning Version, The (1994)",Drama
4219,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
681,Before the Rain (Pred dozhdot) (1994),Drama|War
682,Before Sunrise (1995),Drama|Romance
683,Billy Madison (1995),Comedy
4644,"Babysitter, The (1995)",Drama|Thriller
4220,Boys on the Side (1995),Comedy|Drama
5668,"Cure, The (1995)",Drama
3054,Castle Freak (1995),Horror
37,Circle of Friends (1995),Drama|Romance
38,Clerks (1994),Comedy
2276,Don Juan DeMarco (1995),Comedy|Drama|Romance
39,Disclosure (1994),Drama|Thriller
2521,Drop Zone (1994),Action|Thriller
2522,Destiny Turns on the Radio (1995),Comedy
2105,Death and the Maiden (1994),Drama|Thriller
684,Dolores Claiborne (1995),Drama|Thriller
321,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
685,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
686,Exotica (1994),Drama
4205,Exit to Eden (1994),Comedy
40,Ed Wood (1994),Comedy|Drama
2277,French Kiss (1995),Action|Comedy|Romance
687,Forget Paris (1995),Comedy|Romance
3380,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
3635,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
5003,Hideaway (1995),Thriller
6923,Fluke (1995),Children|Drama
3008,Farinelli: il castrato (1994),Drama|Musical
5021,Gordy (1995),Children|Comedy|Fantasy
8324,Gumby: The Movie (1995),Animation|Children
8923,The Glass Shield (1994),Crime|Drama
688,Hoop Dreams (1994),Documentary
97,Heavenly Creatures (1994),Crime|Drama
41,Houseguest (1994),Comedy
2106,Immortal Beloved (1994),Drama|Romance
3404,Heavyweights (Heavy Weights) (1995),Children|Comedy
7694,"Hunted, The (1995)",Action
689,I.Q. (1994),Comedy|Romance
42,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
2523,Jefferson in Paris (1995),Drama
4206,"Jerky Boys, The (1995)",Comedy
3009,Junior (1994),Comedy|Sci-Fi
4517,Just Cause (1995),Mystery|Thriller
3332,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
4942,Kiss of Death (1995),Crime|Drama|Thriller
143,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
43,Little Women (1994),Drama
2107,"Little Princess, A (1995)",Children|Drama
4221,Ladybird Ladybird (1994),Drama
7009,"Enfer, L' (1994)",Drama
44,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
45,Legends of the Fall (1994),Drama|Romance|War|Western
98,Major Payne (1995),Comedy
6507,Little Odessa (1994),Crime|Drama
2108,My Crazy Life (Mi vida loca) (1993),Drama
5022,Love Affair (1994),Drama|Romance
5023,Losing Isaiah (1995),Drama
46,"Madness of King George, The (1994)",Comedy|Drama
47,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
4949,Man of the House (1995),Comedy
4207,Mixed Nuts (1994),Comedy
2109,Milk Money (1994),Comedy|Romance
322,Miracle on 34th Street (1994),Drama
6298,Miami Rhapsody (1995),Comedy
3592,My Family (1995),Drama
3593,Murder in the First (1995),Drama|Thriller
2110,Nobody's Fool (1994),Comedy|Drama|Romance
449,Nell (1994),Drama
2111,New Jersey Drive (1995),Crime|Drama
3055,Beyond Bedlam (1993),Drama|Horror
4222,Nina Takes a Lover (1994),Comedy|Romance
690,Natural Born Killers (1994),Action|Crime|Thriller
144,Only You (1994),Comedy|Romance
4223,Once Were Warriors (1994),Crime|Drama
4208,Poison Ivy II (1996),Drama|Thriller
48,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
387,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
3594,"Perez Family, The (1995)",Comedy|Romance
5119,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
49,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
4224,Priest (1994),Drama
50,Quiz Show (1994),Drama
6483,Picture Bride (Bijo photo) (1994),Drama|Romance
4225,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
3333,"Quick and the Dead, The (1995)",Action|Thriller|Western
7606,Roommates (1995),Comedy|Drama
4226,Ready to Wear (Pret-A-Porter) (1994),Comedy
691,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
692,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
693,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
7006,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
3010,Stuart Saves His Family (1995),Comedy
4645,"Swan Princess, The (1994)",Animation|Children
51,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
2251,"Specialist, The (1994)",Action|Drama|Thriller
423,Stargate (1994),Action|Adventure|Sci-Fi
52,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
99,"Shawshank Redemption, The (1994)",Crime|Drama
53,Shallow Grave (1994),Comedy|Drama|Thriller
7692,Suture (1993),Film-Noir|Thriller
3011,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
694,Swimming with Sharks (1995),Comedy|Drama
4227,"Sum of Us, The (1994)",Comedy|Drama
8325,National Lampoon's Senior Trip (1995),Comedy
2112,To Live (Huozhe) (1994),Drama
3062,Tank Girl (1995),Action|Comedy|Sci-Fi
2113,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
145,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
3056,Tales from the Hood (1995),Action|Crime|Horror
4228,Tom & Viv (1994),Drama
2114,Village of the Damned (1995),Horror|Sci-Fi
424,Tommy Boy (1995),Comedy
2115,Vanya on 42nd Street (1994),Drama
695,Underneath (1995),Mystery|Thriller
8294,"Walking Dead, The (1995)",Drama|War
1941,What's Eating Gilbert Grape (1993),Drama
3057,Virtuosity (1995),Action|Sci-Fi|Thriller
54,While You Were Sleeping (1995),Comedy|Romance
2116,"War, The (1994)",Adventure|Drama|War
7308,Double Happiness (1994),Drama
696,Muriel's Wedding (1994),Comedy
5024,"Baby-Sitters Club, The (1995)",Children
323,Ace Ventura: Pet Detective (1994),Comedy
425,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
2117,Backbeat (1993),Drama|Musical
5512,Bitter Moon (1992),Drama|Film-Noir|Romance
1946,Bullets Over Broadway (1994),Comedy
55,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
56,"Client, The (1994)",Drama|Mystery|Thriller
4195,"Corrina, Corrina (1994)",Comedy|Drama|Romance
3636,Crooklyn (1994),Comedy|Drama
697,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
2118,Cobb (1994),Drama
100,"Flintstones, The (1994)",Children|Comedy|Fantasy
57,Forrest Gump (1994),Comedy|Drama|Romance|War
58,Four Weddings and a Funeral (1994),Comedy|Romance
4943,Higher Learning (1995),Drama
4284,I Love Trouble (1994),Action|Comedy
2119,It Could Happen to You (1994),Comedy|Drama|Romance
621,"Jungle Book, The (1994)",Adventure|Children|Romance
6454,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
59,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
2120,Little Buddha (1993),Drama
2121,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
60,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
2524,Maverick (1994),Adventure|Comedy|Western
2122,Mrs. Parker and the Vicious Circle (1994),Drama
61,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
62,"Paper, The (1994)",Comedy|Drama
63,Reality Bites (1994),Comedy|Drama|Romance
698,Red Rock West (1992),Thriller
3612,Richie Rich (1994),Children|Comedy
7175,Safe Passage (1994),Drama
2073,"River Wild, The (1994)",Action|Thriller
64,Speed (1994),Action|Romance|Thriller
4518,Speechless (1994),Comedy|Romance
2123,Timecop (1994),Action|Sci-Fi|Thriller
146,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
3012,When a Man Loves a Woman (1994),Drama|Romance
65,Wolf (1994),Drama|Horror|Romance|Thriller
2124,Wyatt Earp (1994),Western
4944,Bad Company (1995),Action|Crime|Drama
5615,"Low Down Dirty Shame, A (1994)",Action|Comedy
6991,Boys Life (1995),Drama
6484,"Colonel Chabert, Le (1994)",Drama|Romance|War
7269,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
4945,Jason's Lyric (1994),Crime|Drama
3381,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
2235,Street Fighter (1994),Action|Adventure|Fantasy
5960,Mirage (1995),Action|Thriller
66,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
2125,In the Mouth of Madness (1995),Horror|Thriller
6325,8 Seconds (1994),Drama
3637,Above the Rim (1994),Crime|Drama
67,Addams Family Values (1993),Children|Comedy|Fantasy
2126,"Age of Innocence, The (1993)",Drama
2525,Airheads (1994),Comedy
5466,"Air Up There, The (1994)",Comedy
3549,Another Stakeout (1993),Comedy|Thriller
5216,Bad Girls (1994),Western
4386,Barcelona (1994),Comedy|Romance
5028,Being Human (1993),Drama
2526,"Beverly Hillbillies, The (1993)",Comedy
2951,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
3334,Black Beauty (1994),Adventure|Children|Drama
5004,Blink (1994),Thriller
2127,Blown Away (1994),Action|Thriller
2527,Blue Chips (1994),Drama
2278,Blue Sky (1994),Drama|Romance
2528,Body Snatchers (1993),Horror|Sci-Fi|Thriller
4229,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
2128,"Bronx Tale, A (1993)",Drama
699,Cabin Boy (1994),Comedy
147,Carlito's Way (1993),Crime|Drama
2529,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
5616,Clean Slate (1994),Comedy
148,Cliffhanger (1993),Action|Adventure|Thriller
149,Coneheads (1993),Comedy|Sci-Fi
6299,Color of Night (1994),Drama|Thriller
4209,Cops and Robbersons (1994),Comedy
6670,"Cowboy Way, The (1994)",Action|Comedy|Drama
7011,Dangerous Game (1993),Drama
150,Dave (1993),Comedy|Romance
700,Dazed and Confused (1993),Comedy
151,Demolition Man (1993),Action|Adventure|Sci-Fi
4575,"Endless Summer 2, The (1994)",Adventure|Documentary
4230,Even Cowgirls Get the Blues (1993),Comedy|Romance
2129,Fatal Instinct (1993),Comedy
4231,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
8326,"Favor, The (1994)",Comedy|Romance
2130,Fearless (1993),Drama
7476,Fear of a Black Hat (1994),Comedy
2131,With Honors (1994),Comedy|Drama
2132,Flesh and Bone (1993),Drama|Mystery|Romance
3595,Widows' Peak (1994),Drama
6300,For Love or Money (1993),Comedy|Romance
68,"Firm, The (1993)",Drama|Thriller
4274,Free Willy (1993),Adventure|Children|Drama
2133,Fresh (1994),Crime|Drama|Thriller
69,"Fugitive, The (1993)",Thriller
4472,Geronimo: An American Legend (1993),Drama|Western
2530,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
7176,Getting Even with Dad (1994),Comedy
3363,Go Fish (1994),Drama|Romance
2531,Guilty as Sin (1993),Crime|Drama|Thriller
152,Hard Target (1993),Action|Adventure|Crime|Thriller
2134,Heaven & Earth (1993),Action|Drama|War
701,Hot Shots! Part Deux (1993),Action|Comedy|War
6832,Live Nude Girls (1995),Comedy
70,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
3013,"House of the Spirits, The (1993)",Drama|Romance
4862,House Party 3 (1994),Comedy
702,"Hudsucker Proxy, The (1994)",Comedy
2532,I'll Do Anything (1994),Comedy|Drama
5525,In the Army Now (1994),Comedy|War
71,In the Line of Fire (1993),Action|Thriller
2135,In the Name of the Father (1993),Drama
5617,"Inkwell, The (1994)",Comedy|Drama
2533,What's Love Got to Do with It? (1993),Drama|Musical
2136,Judgment Night (1993),Action|Crime|Thriller
72,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
703,Kalifornia (1993),Drama|Thriller
1947,Killing Zoe (1994),Crime|Drama|Thriller
704,King of the Hill (1993),Drama
3382,Lassie (1994),Adventure|Children
73,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
5618,Life with Mikey (1993),Comedy
5675,Lightning Jack (1994),Comedy|Western
6196,M. Butterfly (1993),Drama|Romance
4519,Made in America (1993),Comedy
4850,Malice (1993),Thriller
2137,"Man Without a Face, The (1993)",Drama
1948,Manhattan Murder Mystery (1993),Comedy|Mystery
2138,Menace II Society (1993),Action|Crime|Drama
705,Executive Decision (1996),Action|Adventure|Thriller
4137,In the Realm of the Senses (Ai no corrida) (1976),Drama
7627,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
74,Much Ado About Nothing (1993),Comedy|Romance
6301,Mr. Jones (1993),Drama|Romance
5891,Mr. Wonderful (1993),Comedy|Romance
75,Mrs. Doubtfire (1993),Comedy|Drama
2139,Naked (1993),Drama
3638,"Next Karate Kid, The (1994)",Action|Children|Romance
2140,No Escape (1994),Action|Drama|Sci-Fi
4946,North (1994),Comedy
4387,Orlando (1992),Drama|Fantasy|Romance
2141,"Perfect World, A (1993)",Crime|Drama|Thriller
76,Philadelphia (1993),Drama
77,"Piano, The (1993)",Drama|Romance
3639,Poetic Justice (1993),Drama
7021,"Program, The (1993)",Action|Drama
5005,"Puppet Masters, The (1994)",Horror|Sci-Fi
2142,Radioland Murders (1994),Comedy|Mystery|Romance
3640,"Ref, The (1994)",Comedy
78,"Remains of the Day, The (1993)",Drama|Romance
4646,Renaissance Man (1994),Comedy|Drama
2143,Rising Sun (1993),Action|Drama|Mystery
2534,"Road to Wellville, The (1994)",Comedy
2144,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
450,Robin Hood: Men in Tights (1993),Comedy
3014,Romeo Is Bleeding (1993),Crime|Thriller
2145,Romper Stomper (1992),Action|Drama
2535,Ruby in Paradise (1993),Drama
451,Rudy (1993),Drama
8327,"Savage Nights (Nuits fauves, Les) (1992)",Drama
79,Schindler's List (1993),Drama|War
7626,"Scout, The (1994)",Comedy|Drama
578,Searching for Bobby Fischer (1993),Drama
622,"Secret Garden, The (1993)",Children|Drama
2279,Serial Mom (1994),Comedy|Crime|Horror
5676,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
426,Shadowlands (1993),Drama|Romance
706,Short Cuts (1993),Drama
7177,"Simple Twist of Fate, A (1994)",Drama
80,Sirens (1994),Drama
579,Six Degrees of Separation (1993),Drama
81,Sleepless in Seattle (1993),Comedy|Drama|Romance
707,Sliver (1993),Thriller
153,Blade Runner (1982),Action|Sci-Fi|Thriller
4520,Son in Law (1993),Comedy|Drama|Romance
452,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
4786,Striking Distance (1993),Action|Crime
4210,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
2146,Surviving the Game (1994),Action|Adventure|Thriller
4211,Terminal Velocity (1994),Action|Mystery|Thriller
708,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
82,Threesome (1994),Comedy|Romance
83,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
84,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
2236,Tombstone (1993),Action|Drama|Western
5647,Trial by Jury (1994),Crime|Drama|Thriller
709,True Romance (1993),Crime|Thriller
710,"War Room, The (1993)",Documentary
4647,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
7611,"Paris, France (1993)",Comedy
8328,Killer (Bulletproof Heart) (1994),Drama|Thriller
711,Welcome to the Dollhouse (1995),Comedy|Drama
9053,Germinal (1993),Drama|Romance
7696,Chasers (1994),Comedy
8329,Cronos (1993),Drama|Horror
7654,Kika (1993),Comedy|Drama
4232,Bhaji on the Beach (1993),Comedy|Drama
4947,Little Big League (1994),Comedy|Drama
8330,"Wedding Gift, The (1994)",Drama|Romance
7612,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
712,Spanking the Monkey (1994),Comedy|Drama
3641,"Little Rascals, The (1994)",Children|Comedy
5996,Andre (1994),Adventure|Children|Drama
2147,Princess Caraboo (1994),Drama
2536,"Celluloid Closet, The (1995)",Documentary
8299,Métisse (Café au Lait) (1993),Comedy|Drama
85,"Brady Bunch Movie, The (1995)",Comedy
86,Home Alone (1990),Children|Comedy
87,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
88,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
89,Terminator 2: Judgment Day (1991),Action|Sci-Fi
90,Dances with Wolves (1990),Adventure|Drama|Western
91,Batman (1989),Action|Crime|Thriller
92,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
154,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
101,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
155,Pinocchio (1940),Animation|Children|Fantasy|Musical
324,Pretty Woman (1990),Comedy|Romance
2148,"Wild Bunch, The (1969)",Adventure|Western
5006,Love and a .45 (1994),Action|Comedy|Crime
6326,"Bye Bye, Love (1995)",Comedy
2280,One Fine Day (1996),Drama|Romance
3058,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
505,Fargo (1996),Comedy|Crime|Drama|Thriller
3402,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
156,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
3059,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
2149,"Pallbearer, The (1996)",Comedy
3596,Jane Eyre (1996),Drama|Romance
8331,Loaded (1994),Drama|Thriller
5961,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
93,"Aristocats, The (1970)",Animation|Children
8601,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
6039,Ed (1996),Comedy
7312,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama
8332,My Favorite Season (1993),Drama
7791,"Thin Line Between Love and Hate, A (1996)",Comedy
5263,"Last Supper, The (1995)",Drama|Thriller
453,Primal Fear (1996),Crime|Drama|Mystery|Thriller
5264,Carried Away (1996),Drama|Romance
3597,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
6508,Land and Freedom (Tierra y libertad) (1995),Drama|War
4233,Denise Calls Up (1995),Comedy
3529,"Family Thing, A (1996)",Comedy|Drama
3124,Sgt. Bilko (1996),Comedy
