	book_id	original_title	language_code	adult	adult-fiction	adventure	book-club	contemporary	fantasy	fiction	mystery	romance	young-adult
114	114	Middlesex	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
115	115	The Adventures of Tom Sawyer	eng	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
116	116	A Wrinkle in Time	en-US	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
117	117	The Joy Luck Club	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
118	118	The Handmaid's Tale	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
119	119	The Sisterhood of the Traveling Pants	eng	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
120	120	Lolita	eng	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
121	121	Wicked: The Life and Times of the Wicked Witch of the West	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
122	122	The Firm	eng	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
123	123	Room	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
124	124	The Tragicall Historie of Hamlet, Prince of Denmark	eng	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
125	125	Dune	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
126	126	The Tipping Point: How Little Things Can Make a Big Difference	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
127	127	Steve Jobs	eng	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
128	128	One Flew Over the Cuckoo's Nest	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
129	129	The Old Man and the Sea	eng	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
130	130	The Grapes of Wrath	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
131	131	The Five People You Meet in Heaven		0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
132	132	Anne of Green Gables	eng	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
133	133	City of Glass	en-US	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
134	134	A Storm of Swords	eng	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
135	135	Divine Secrets of the Ya-Ya Sisterhood	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
136	136	Outlander	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
137	137	The Scarlet Letter	eng	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
138	138	Miss Peregrine’s Home for Peculiar Children	en-US	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
139	139	Luftslottet som sprängdes	en-US	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
140	140	The Martian	eng	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
141	141	The Pillars of the Earth	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
142	142		eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
143	143	Unbroken: A World War II Story of Survival, Resilience, and Redemption	eng	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
144	144	Deception Point	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
145	145	The Goldfinch	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
146	146	Thirteen Reasons Why	eng	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
147	147	Girl with a Pearl Earring	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
148	148	If I Stay	en-US	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
149	149	The Red Tent	en-US	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
150	150	The Sea of Monsters	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
151	151	Dear John	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
152	152	City of Ashes	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
153	153	The Tragedy of Macbeth	eng	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
154	154	The Two Towers	en-US	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
155	155	Something Borrowed	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
156	156	Green Eggs and Ham	en-US	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
157	157	Charlie and the Chocolate Factory	eng	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
158	158	The Battle of the Labyrinth	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
159	159	Great Expectations	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
160	160	The Return of the King	en-US	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
161	161	L’Étranger	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
162	162	The Lost Hero	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
163	163	Eleanor & Park	eng	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
164	164	A Feast for Crows	en-US	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
165	165	Matched	eng	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
166	166	American Gods	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
167	167	The Stand	en-US	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
168	168	The Last Song	en-GB	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
169	169	Digital Fortress	en-GB	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
170	170	Emma	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
171	171	Анна Каренина	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
172	172	A Clockwork Orange	eng	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
173	173	The Shack: Where Tragedy Confronts Eternity	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
174	174	The Last Olympian	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
175	175	It	en-US	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
176	176	Преступление и наказание	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
177	177	The Bell Jar	en-US	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
178	178	Angela's Ashes: A Memoir	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
179	179	Siddhartha	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
180	180	In Cold Blood	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
181	181	Beautiful Creatures	eng	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
182	182	Clockwork Angel	eng	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
183	183	Matilda	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
184	184	The Night Circus	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
185	185	The Other Boleyn Girl	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
186	186	Uglies	eng	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
187	187	A Dance with Dragons	eng	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
188	188	The Lord of the Rings	eng	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
189	189	Wild: From Lost to Found on the Pacific Crest Trail 	eng	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
190	190	Watchmen	en-US	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
191	191	The Name of the Wind	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
192	192	Outliers: The Story of Success	en-US	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
193	193	Moby Dick; or, The Whale	eng	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
194	194	The Guernsey Literary and Potato Peel Pie Society	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
195	195	Fight Club	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
196	196	Dead Until Dark	en-US	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
197	197	The Color Purple	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
198	198	Marley & Me: Life and Love with the World's Worst Dog	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
199	199	Ten Little Niggers	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
200	200	The Lost Symbol	eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
201	201	Hush, Hush	en-US	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
202	202	Beautiful Disaster	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
203	203	A Christmas Carol		1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
204	204	Interview with the Vampire	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
205	205	The Selection	en-US	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
206	206	One for the Money	en-US	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
207	207	The Immortal Life of Henrietta Lacks	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
208	208	The Silence of the Lambs	eng	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
209	209		en-US	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
210	210	Blink: The Power of Thinking Without Thinking	en-US	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
211	211	Atonement	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
212	212	Die Verwandlung	eng	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
213	213	The Titan's Curse	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
214	214		eng	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
215	215	The Art of Racing in the Rain	eng	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
216	216	The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America	eng	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0
217	217	Bared to You	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
218	218	The Chronicles of Narnia	eng	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
219	219	Twilight: The Complete Illustrated Movie Companion	en-US	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0
220	220	"A Child Called ""It"": One Child's Courage to Survive"	eng	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
221	221	The Bourne Identity	eng	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
222	222	Artemis Fowl	eng	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
223	223	Fallen	en-US	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
224	224	East of Eden  	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
225	225	Dark Places	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
226	226	The Client	eng	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
227	227	The Nanny Diaries	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
228	228	Alice's Adventures in Wonderland	eng	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0
229	229	Persuasion	eng	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0
230	230	Elle s'appelait Sarah	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
231	231	The Gunslinger	en-US	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0
232	232	El amor en los tiempos del cólera	eng	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0
233	233	Speak	eng	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
234	234	The Husband's Secret 	eng	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
235	235	Into Thin Air: A Personal Account of the Mt. Everest Disaster	en-US	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
236	236	Carrie		1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
237	237	Running with Scissors	en-US	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
238	238	World War Z: An Oral History of the Zombie War	en-US	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
