userId,artistId,playcount
1739,1986,121
974,1766,9
1438,657,362
596,8448,462
404,6494,295
871,5127,98
375,2492,789
1856,416,1061
1124,12709,5202
156,3474,292
212,298,1163
612,4328,60
631,106,173
783,4550,92
1049,816,20
530,391,188
1435,786,135
905,3307,261
1714,103,314
1266,282,165
1634,1979,1
945,4262,1878
1155,637,1270
857,633,944
1236,249,661
167,557,633
575,1473,1161
1700,9692,1020
923,3523,81
4,212,17
662,1192,35
1709,839,201
219,3555,307
1097,49,250
1559,121,103
882,1081,7
294,1338,229
846,3243,5318
618,8760,184
383,6305,30
297,416,8779
736,1199,1342
891,293,324
1534,1,93
1226,144,268
339,3110,146
1422,3576,542
1327,169,22
457,1600,296
1631,2509,6
147,366,866
342,665,3375
691,2590,921
143,3277,1559
601,368,1225
975,11484,16
452,1078,183
233,137,334
996,991,10673
1851,249,1130
400,136,3296
1138,651,37
810,3123,234
1244,1938,164
334,3820,972
1191,46,148
1039,1358,84
638,3130,2318
1138,12801,64
1458,8032,157
1314,391,405
1060,2918,356
480,2756,275
807,1199,78
1543,15296,176
1183,397,112
1577,161,3391
309,238,298
1315,3676,942
1355,5095,15948
296,656,214
564,2678,120
1031,416,407
608,2715,36
619,651,427
75,1517,3498
244,179,553
767,9999,14
62,763,1062
1312,5699,42
484,2214,133
1439,2475,766
919,9495,2
1332,13942,283
1014,269,435
1650,15967,597
1678,790,169
197,251,23
668,2783,2806
1238,3321,229
1105,116,282
992,489,302
80,909,214
1260,3024,371
233,4503,294
745,1975,17
1083,568,191
490,1202,786
317,257,349
283,653,323
901,880,118
1247,13484,243
273,5013,312
934,1194,160
440,657,82
1008,1368,628
1031,38,1681
800,7153,177
318,38,1284
1134,1159,459
1269,935,332
993,11600,566
1026,11872,15
135,799,243
439,267,657
1666,639,580
1736,1134,1338
713,161,328
369,6206,119
1353,14124,337
1127,704,1070
646,8943,166
717,257,314
823,2400,16
1753,275,553
726,1001,53
604,1049,342
360,1365,408
720,9548,996
1333,263,32
1478,7083,41
1343,1202,101
356,190,407
165,2392,767
1859,9025,593
211,1502,2300
1274,1036,1
338,5805,42
1587,1810,54
930,11222,149
1707,9380,144
256,4317,124
969,38,414
246,3737,218
1011,11746,393
1654,1476,275
209,1430,1980
1590,653,72
12,545,607
696,3156,234
1243,1055,116
501,2031,237
899,10985,55
660,1328,5
290,810,172
1189,656,527
1642,10577,22
949,7547,2
1493,1621,247
765,2541,23
1146,639,293
1017,182,274
1469,1866,357
1613,15751,903
495,291,181
1852,823,1074
856,10625,178
1273,7430,145
597,148,283
326,5676,28
1713,492,1061
1203,4963,10
337,136,421
465,416,84
1111,19,1126
1588,8045,96
1117,147,14
261,4860,77
372,2925,574
1590,1107,45
1876,17506,20
610,4033,139
1421,1844,377
365,237,169
1480,14052,133
1469,629,490
686,1319,683
843,3963,537
572,1303,288
39,1334,1046
445,178,267
1044,12001,119
473,1335,138
430,1,18
44,490,440
1306,325,604
818,277,198
573,1411,430
428,6815,912
1714,798,2481
19,768,1044
352,987,32
1416,654,800
393,997,120
1699,16385,84
184,1774,549
14,592,389
1558,15460,703
1713,293,810
392,481,23
1711,571,893
1025,11828,170
721,2316,125
556,7050,839
1219,13292,8
155,16,278
1300,7076,265
1275,12273,34
1238,1663,362
1720,16,160
902,468,552
635,1034,1135
572,897,232
654,3411,1067
1077,11027,324
1521,1002,749
1514,267,46
1860,17426,29
339,254,432
1598,3121,111
1383,241,1885
1673,2509,226
1820,1349,109
206,1372,88
818,405,572
1621,161,196
769,1317,95
157,3043,1365
907,11027,536
301,280,10723
849,816,630
214,4295,9
1793,17040,47
836,2717,284
325,362,136
753,717,365
66,804,272
652,855,536
1480,1916,118
943,139,1147
1093,1419,1091
1119,112,1158
244,2124,338
553,1659,89
429,6830,127
466,241,2435
1802,4319,1713
1672,880,614
5,274,599
1431,951,2418
1208,7379,174
756,475,418
1385,45,891
1826,4497,296
1514,629,1239
462,4450,208
969,635,162
1573,763,254
239,389,1328
162,3553,198
815,641,608
1015,457,713
884,112,335
598,2992,348
982,560,1011
980,248,271
968,293,81
646,816,180
1269,9888,389
380,382,44
912,11089,114
278,1051,1347
18,259,187
1886,488,1130
1553,14,336
818,651,332
1759,374,312
191,779,51
1222,13326,386
867,179,134
1159,12944,83
1814,5650,313
1050,3064,1122
1753,1049,424
1307,129,118
691,1344,241
762,9941,125
283,2786,215
1846,2610,454
403,174,348
1599,136,286
931,171,397
616,8731,823
211,904,839
1270,384,1947
291,5276,601
1812,156,26
1814,461,256
734,9646,352
605,182,3716
96,183,737
1257,1412,26
21,240,516
497,2378,166
1048,2406,102
233,4510,377
645,565,538
1701,16393,877
1502,156,199
158,146,225
794,5738,32
9,413,1235
1428,14562,253
1179,408,119
1621,14,1408
1777,14290,273
246,2485,432
1274,4138,1
1571,1831,4222
1683,237,399
1519,38,19
550,237,89
587,7617,83
166,1026,556
142,3253,259
308,273,543
1311,13842,454
813,5986,308
804,3965,113
1599,179,49
596,8461,195
757,278,6
98,147,27
1195,1195,115
21,249,1729
661,674,203
700,1634,59
162,1159,619
927,179,198
608,948,59
914,1972,127
470,272,1211
1105,5912,331
1823,630,30
1278,564,200
823,112,18
1791,8971,134
115,448,409
354,886,5170
632,3234,1265
915,3327,166
1223,494,49
1532,3083,408
1638,15497,493
1586,327,363
1091,12413,2637
203,4159,12
814,249,680
167,456,390
1062,1340,7
1821,408,726
619,1416,49
490,988,390
1778,16933,419
970,383,949
1592,156,120
692,4450,69
1863,17460,99
149,1159,3366
1844,4622,255
751,629,1049
812,504,500
1246,6284,835
1798,17077,160
1515,327,227
1826,4468,508
573,7746,262
241,740,7
1712,7045,231
116,2922,44
122,1766,831
1808,183,4615
1013,11759,66
14,38,849
1568,11280,524
1470,913,387
605,8555,13
1017,2506,333
1539,1478,422
1523,476,77
499,2921,151
781,5154,27
303,5434,187
119,1676,1080
1429,1378,389
978,8045,865
1508,1494,208
1570,8689,216
1869,1050,107
1872,17485,2249
1102,12514,35
170,3633,20
934,3139,270
906,1886,158
254,3009,454
1310,6454,525
974,1317,81
764,1159,2533
969,6789,94
1113,12598,35
1531,549,15
1396,1473,218
1527,339,361
622,1447,767
1239,13421,68
805,140,356
911,749,1
1611,932,912
1388,2923,208
960,1465,84
1387,5995,56
1671,4541,4
402,790,1105
399,280,1185
598,564,47
1096,7076,1435
1773,1577,544
1751,1676,2333
326,5679,26
1350,178,16
756,238,856
737,488,642
925,3676,3
1730,2790,17
231,2435,91
476,2289,91
229,2471,546
877,1010,167
1035,851,106
1492,14960,305
696,695,541
1030,11916,86
1711,715,278
337,4959,1084
1800,436,228
683,20,7345
224,1371,1561
1224,467,389
1611,15742,153
1698,2120,239
330,486,64
807,4563,118
1808,660,1608
861,156,129
431,6510,655
1013,11748,135
791,238,4124
327,2137,4539
1045,629,858
174,103,282
1437,1541,72
1010,241,521
681,4,148
145,2012,148
755,448,2034
1890,17608,231
1429,807,608
955,282,406
283,183,372
972,6243,49
325,5656,1811
1448,10482,500
1692,237,539
227,237,607
269,726,2219
607,1574,3
98,38,69
1609,569,2388
363,16,4860
1422,1866,179
1369,293,323
413,6631,26
222,4378,1575
407,4952,734
474,1961,907
863,2610,1454
1570,494,418
1247,1592,210
866,103,328
1232,10540,556
1833,1729,503
1283,1339,169
1319,13862,175
440,1192,590
318,206,2570
64,1870,130
369,1976,1651
8,394,208
1132,169,259
240,1254,245
1596,2667,720
1406,10699,297
1017,2521,151
20,130,297
69,483,214
1267,278,191
884,1382,182
211,453,2178
965,4543,3261
1475,174,330
686,1331,36
8,372,878
1608,291,384
168,2904,364
1431,14582,1826
894,473,691
998,11662,3
1483,368,566
483,3238,164
1311,416,167
1733,327,326
69,1963,374
1069,1060,177
1647,3047,187
273,629,169
795,225,3661
240,1261,95
1569,2029,194
364,6121,296
379,1800,366
1276,816,80
1398,480,120
129,16,45
135,3,61
1241,490,1086
132,210,862
584,882,520
1489,10138,753
1288,13712,87
959,2976,127
655,238,6109
1172,13025,1
1360,1356,2441
1148,5841,586
106,2748,486
353,5994,71
160,2306,573
407,461,2665
1181,38,2017
676,9179,178
382,106,119
440,811,173
884,176,257
271,4976,54
266,802,340
663,1202,677
531,277,377
660,1070,11
1536,3383,227
169,411,109
1008,8239,109
784,1816,1707
317,651,5376
570,3156,628
1712,497,2273
1420,998,1427
233,895,310
1681,10238,322
1863,457,175
1709,278,608
1104,12531,86
1738,9788,418
326,475,42
802,4225,92
1221,2130,63
565,8207,18
1041,238,15773
1551,379,4363
1265,13591,440
951,11298,5
882,3043,7
535,7853,42
1637,1328,132
1771,179,5781
1103,12515,1543
1287,498,2505
465,16,33
1372,807,498
1127,497,881
249,136,79
934,2213,145
1067,387,365
934,1184,151
1837,277,125
953,6323,50
1250,13495,77
1789,5271,143
684,270,182
630,1372,45
202,837,255
1288,13708,112
1499,2912,321
465,1866,50
1582,14754,200
1078,8423,189
1066,1041,90
1455,14677,942
843,6646,366
1870,448,922
1533,1001,81
558,8105,292
582,1302,2726
821,970,169
1366,38,412
8,388,308
821,10377,162
1713,494,917
847,1708,441
1724,166,1461
569,1375,10
518,282,99
962,5843,495
1586,259,112
61,1353,248
1077,12332,429
1659,11274,5
605,798,387
1809,328,412
1010,405,156
1165,103,658
1675,6752,79
598,7894,68
1376,1131,43
1095,384,607
369,672,143
877,10803,90
1357,796,152
1121,12682,7
1549,488,267
1568,1353,441
418,176,129
1269,139,237
1122,909,237
563,4073,712
313,219,1181
1454,486,479
302,1319,554
697,416,434
1341,2315,69
1252,103,6180
363,38,19376
1124,12713,590
1587,1792,95
1237,13414,217
1825,17239,1781
848,2783,115
6,296,505
768,1474,18
1762,4809,466
553,651,1466
322,5640,1
1684,533,27
884,5120,809
1308,4,68
896,177,32
968,11436,136
838,1055,36479
1149,152,130
1236,7346,111
1200,7439,155
217,249,465
1636,249,6371
1444,14636,173
435,282,384
1045,997,98
434,2342,158
302,5238,320
127,414,158
1705,16444,180
270,16,25
548,7996,393
830,353,692
1577,9967,989
599,4457,45
662,121,152
1194,13120,1
671,3389,186
1136,5907,624
1210,6826,107
1139,171,275
1355,14190,527
499,129,140
280,1773,236
63,1851,544
691,441,326
119,2984,134
1687,4550,93
775,2283,41
787,10175,55
512,1232,305
51,1564,38
538,7875,63
64,271,142
1828,372,306
466,250,2390
1100,2280,236
980,282,790
1259,156,398
1493,1372,381
423,6762,281
1642,196,32
558,4788,693
1692,861,286
1026,408,100
1524,9776,1248
1641,5709,1
1293,738,1346
1210,691,1069
1439,992,219
258,904,548
1252,13509,679
1130,2532,275
1144,935,148
177,108,218
473,400,86
1870,176,157
1063,2423,437
1718,151,177
1034,639,334
1254,238,51
880,10839,74
1737,4017,127
706,321,386
1381,2280,353
1334,997,1460
1732,14,474
1806,17147,281
708,2923,90
779,438,1311
152,3410,135
793,249,385
1370,3010,397
139,273,321
1106,12549,33
222,278,1201
586,922,1112
663,8952,319
1090,2415,4655
1748,680,219
661,816,123
7,322,1069
738,1365,23
848,1147,225
1852,3335,655
1019,3017,739
818,10354,191
111,2842,480
1636,4,449
591,1604,34
1039,309,108
1807,3810,223
305,636,67
1528,418,24
185,3878,78
1717,851,435
1681,9437,186
1435,14598,205
333,436,286
1864,17464,486
1861,651,976
277,5119,426
1612,267,542
482,37,120
959,6594,149
1535,176,67
437,1074,583
469,325,936
863,10619,393
1516,15144,271
17,718,113
123,155,1117
744,549,6
873,6803,184
1859,5555,965
1550,15350,166
202,1788,269
1152,4557,1167
1079,444,768
1060,1633,1197
1417,653,334
1085,2734,100
1697,1065,256
514,897,309
948,179,104
719,3907,10
957,11360,695
1642,279,54
1454,448,1511
1658,102,58
1364,37,676
1742,683,29
192,3999,159
465,492,30
1286,6457,480
1497,951,107
875,1476,66
306,1051,316
9,293,243
1289,1424,418
1184,552,199
709,6075,280
744,526,2
167,357,2026
1820,498,160
1065,12233,12
1524,1107,222
1618,10417,242
1055,2854,339
513,7614,72
586,38,3426
238,4587,292
753,786,495
948,2029,126
21,387,796
971,2959,211
532,227,254
436,6917,206
814,274,144
8,401,169
102,1312,2093
1162,12854,106
602,759,352
1881,263,12
742,45,90
1334,304,1178
215,248,1
1430,1829,44
1133,868,111
708,492,83
1182,380,540
816,2018,343
523,1050,121
1582,13881,145
1349,2678,145
1445,242,978
27,1002,158
971,169,591
54,420,3000
861,4145,205
1143,2213,123
1232,4965,141
281,1866,232
954,873,167
852,4948,733
430,2214,72
327,3272,425
1765,421,96
164,1334,497
201,112,390
1083,390,175
1266,273,32
1535,362,184
1537,1817,4479
1279,378,605
1483,3885,338
907,10478,890
435,336,213
176,1139,45
1700,11316,865
772,951,3503
856,1191,307
1523,1049,1020
1600,916,172
1847,10359,22
28,1012,876
938,1466,255
290,5258,367
132,1049,5708
979,451,156
880,7623,208
1664,1317,256
1493,2767,230
254,473,3770
1312,262,124
1843,1384,53
113,928,807
36,1203,76
1497,15018,324
1481,14884,221
1538,4737,14
924,998,84
272,3881,166
598,3722,356
1702,1064,171
647,808,20
1144,12844,49
1074,265,228
631,244,314
1346,3623,884
1141,135,375
1585,1508,588
33,752,952
604,238,7871
290,5253,633
973,565,143
322,5641,1
877,7812,149
888,249,401
129,493,143
1184,400,187
1126,179,507
435,1744,226
1834,12402,79
1384,236,3300
1250,3992,93
177,958,399
1032,14,96
387,636,1214
58,1721,471
1215,13270,277
1147,3226,3
654,5674,917
75,2115,70
1639,15895,414
1890,17614,139
1406,103,763
337,943,576
1306,274,379
1747,328,366
1253,152,1454
648,5563,68
322,1800,1
104,2522,366
309,478,214
1288,13713,77
1605,816,61
1676,854,1137
884,7464,342
449,7049,206
1636,247,202
805,10269,88
1004,10084,46
989,1473,23
1603,3967,90
291,319,697
555,1302,1778
847,30,932
711,277,236
815,10337,1213
1305,1829,714
323,1593,30
1335,5591,36
1567,462,321
688,362,271
591,867,117
931,659,417
415,6672,78
781,1055,22
585,176,645
251,2278,113
255,4780,535
977,484,343
568,2074,142
393,120,349
1375,4541,3303
421,1374,30
813,1296,774
1236,255,111
844,1148,709
367,2283,59
1520,122,1803
376,6231,476
1617,15766,449
1288,13718,67
1218,1196,118
103,2689,513
1880,206,445
1659,8153,4
674,5647,394
473,1253,93
456,816,263
1386,3015,1306
1324,3401,1441
989,1041,128
568,2058,200
951,668,4
303,5415,928
1507,9657,87
1261,139,259
211,4135,1156
1825,17246,926
1684,9059,38
577,448,9504
1252,13515,197
872,2151,507
466,263,638
1477,390,1466
1712,9005,133
65,566,181
1219,13288,16
1201,4073,66
1440,14,537
1136,12794,209
232,1141,1151
1037,414,61
1668,16054,16
759,4225,475
1622,1353,20
688,152,310
968,158,365
1363,12125,28
1104,2763,118
232,321,197
196,4073,40
1125,238,712
484,579,133
55,837,5
1462,14737,58
1080,4942,172
1308,248,175
1464,1938,5007
109,45,22
1551,807,448
644,8904,1891
1591,4453,465
1834,17307,74
471,639,425
977,4551,111
446,639,74
1419,374,182
539,1048,31
557,237,715
647,6850,17
545,183,1605
1697,183,1224
1412,1388,89
78,1068,353
750,16,5585
230,4464,317
1320,2113,160
758,9882,324
774,1965,177
1007,11731,433
1366,3116,60
1532,15215,231
206,1374,89
1211,813,130
668,1148,1701
8,103,177
959,1337,176
120,1202,159
1766,497,2003
361,6078,13597
696,994,265
1563,7438,19
482,1140,198
325,1575,84
204,4176,81
1553,5335,85
569,177,55
544,3423,1230
1198,4039,382
470,494,1464
40,29,431
97,2553,1587
921,1796,740
361,2163,3552
872,763,354
1095,12432,456
1116,2717,49
1332,6,219
1255,2269,908
1747,916,746
537,1676,722
925,48,3
